tag_number_masked,date_of_infraction,infraction_code,infraction_description,set_fine_amount,time_of_infraction,location1,location2,location3,location4,province
***34346,20241001,3,PARK ON PRIVATE PROPERTY,75,0012,,320 DIXON RD,,,ON
***84523,20241001,3,PARK ON PRIVATE PROPERTY,75,0012,,49 THORNCLIFFE PARK DR,,,ON
***48344,20241001,29,PARK PROHIBITED TIME NO PERMIT,45,0013,NR,47 CRAYDON AVE,,,ON
***72789,20241001,3,PARK ON PRIVATE PROPERTY,75,0013,AT,83 PORTLAND ST,,,ON
***86614,20241001,29,PARK PROHIBITED TIME NO PERMIT,45,0013,NR,219 MARGUERETTA ST,,,ON
***31710,20241001,29,PARK PROHIBITED TIME NO PERMIT,45,0013,NR,23 PAULINE AVE,,,QC
***86615,20241001,29,PARK PROHIBITED TIME NO PERMIT,45,0014,NR,169 MARGUERETTA ST,,,ON
***24081,20241001,29,PARK PROHIBITED TIME NO PERMIT,45,0015,NR,20 BEATY AVE,,,ON
***86616,20241001,29,PARK PROHIBITED TIME NO PERMIT,45,0015,NR,151 MARGUERETTA ST,,,ON
***95610,20241001,9,STOP-SIGNED HWY-PROHIBIT TM/DY,120,0015,OPP,15 DUNDONALD ST,,,ON
***33917,20241001,347,PARK IN A FIRE ROUTE,250,0016,,170 CHALKFARM DR,,,ON
***72790,20241001,134,PARK-SIGNED HWY-PUBLIC LANE,50,0016,R/O,571 KING ST W,,,ON
***72791,20241001,134,PARK-SIGNED HWY-PUBLIC LANE,50,0016,R/O,571 KING ST W,,,ON
***13976,20241001,29,PARK PROHIBITED TIME NO PERMIT,45,0016,OPP,179 NEVILLE PARK BLVD,,,TX
***84524,20241001,3,PARK ON PRIVATE PROPERTY,75,0017,,49 THORNCLIFFE PARK DR,,,ON
***72792,20241001,134,PARK-SIGNED HWY-PUBLIC LANE,50,0017,R/O,571 KING ST W,,,ON
***86617,20241001,29,PARK PROHIBITED TIME NO PERMIT,45,0017,NR,79 MARGUERETTA ST,,,ON
***72793,20241001,134,PARK-SIGNED HWY-PUBLIC LANE,50,0018,R/O,571 KING ST W,,,ON
***86618,20241001,5,PARK-SIGNED HWY-PROHIBIT DY/TM,65,0018,NR,51 MARGUERETTA ST,,,ON
***31711,20241001,29,PARK PROHIBITED TIME NO PERMIT,45,0018,NR,579 ST CLARENS AVE,,,ON
***83538,20241001,3,PARK ON PRIVATE PROPERTY,75,0019,,8 GODSTONE RD,,,ON
***48345,20241001,29,PARK PROHIBITED TIME NO PERMIT,45,0019,NR,11 PEAREN ST,,,ON
***86619,20241001,5,PARK-SIGNED HWY-PROHIBIT DY/TM,65,0019,NR,51 MARGUERETTA ST,,,AB
***03905,20241001,29,PARK PROHIBITED TIME NO PERMIT,45,0019,NR,737 CRAVEN RD,,,ON
***99998,20241001,415,PARK COMMERC LOAD ZONE NOT LDG,50,0020,NR,31 PHIPPS ST,,,ON
***83539,20241001,3,PARK ON PRIVATE PROPERTY,75,0021,,8 GODSTONE RD,,,ON
***48346,20241001,29,PARK PROHIBITED TIME NO PERMIT,45,0021,NR,11 PEAREN ST,,,ON
***13977,20241001,29,PARK PROHIBITED TIME NO PERMIT,45,0021,NR,68 KINGSWOOD RD,,,ON
***35780,20241001,29,PARK PROHIBITED TIME NO PERMIT,45,0021,NR,729 ST CLARENS AVE,,,ON
***48347,20241001,29,PARK PROHIBITED TIME NO PERMIT,45,0022,NR,11 PEAREN ST,,,ON
***86620,20241001,29,PARK PROHIBITED TIME NO PERMIT,45,0022,NR,73 MUIR AVE,,,ON
***04024,20241001,48,FAIL TO PARK/STOP PARALL. CURB,40,0022,NR,18 LOTUS CRT,,,ON
***13978,20241001,29,PARK PROHIBITED TIME NO PERMIT,45,0022,NR,60 KINGSWOOD RD,,,ON
***48348,20241001,29,PARK PROHIBITED TIME NO PERMIT,45,0023,NR,11 PEAREN ST,,,ON
***72794,20241001,134,PARK-SIGNED HWY-PUBLIC LANE,50,0023,R/O,504 WELLINGTON ST W,,,ON
***73706,20241001,29,PARK PROHIBITED TIME NO PERMIT,45,0023,NR,77 HOWARD ST,,,ON
***85525,20241001,3,PARK ON PRIVATE PROPERTY,75,0024,,49 THORNCLIFFE PARK DR,,,ON
***20593,20241001,29,PARK PROHIBITED TIME NO PERMIT,45,0024,NR,20 MOUNTVIEW AVE,,,ON
***48349,20241001,29,PARK PROHIBITED TIME NO PERMIT,45,0024,NR,11 PEAREN ST,,,ON
***84349,20241001,3,PARK ON PRIVATE PROPERTY,75,0025,,170 CHALKFARM DR,,,ON
***34348,20241001,3,PARK ON PRIVATE PROPERTY,75,0026,,340 DIXON RD,,,ON
***13979,20241001,29,PARK PROHIBITED TIME NO PERMIT,45,0026,NR,236 KINGSWOOD RD,,,ON
***73269,20241001,29,PARK PROHIBITED TIME NO PERMIT,45,0027,NR,5 MARTIN CRES,,,ON
***03906,20241001,29,PARK PROHIBITED TIME NO PERMIT,45,0027,NR,445 ASHDALE AVE,,,ON
***35781,20241001,29,PARK PROHIBITED TIME NO PERMIT,45,0027,NR,100 CAMPBELL AVE,,,ON
***49675,20241001,3,PARK ON PRIVATE PROPERTY,75,0028,,170 CHALKFARM DR,,,ON
***47828,20241001,5,PARK-SIGNED HWY-PROHIBIT DY/TM,65,0029,NR,198 WHITLEY AVE,,,ON
***73401,20241001,29,PARK PROHIBITED TIME NO PERMIT,45,0029,NR,122 BARRINGTON AVE,,,ON
***73707,20241001,29,PARK PROHIBITED TIME NO PERMIT,45,0029,NR,7 HOWARD ST,,,ON
***95611,20241001,29,PARK PROHIBITED TIME NO PERMIT,45,0029,S/S,ALEXANDER ST,W/O,CHURCH ST,ON
***99999,20241001,384,STOP VEH OTR THN BCYCL-BYCL LN,200,0030,NR,70 GERRARD ST W,,,ON
***13980,20241001,29,PARK PROHIBITED TIME NO PERMIT,45,0030,NR,330 KINGSWOOD RD,,,ON
***35782,20241001,29,PARK PROHIBITED TIME NO PERMIT,45,0030,NR,22 ANTLER ST,,,ON
***72795,20241001,3,PARK ON PRIVATE PROPERTY,75,0031,AT,85 QUEENS WHARF RD,,,NS
***72796,20241001,3,PARK ON PRIVATE PROPERTY,75,0031,AT,85 QUEENS WHARF RD,,,ON
***90906,20241001,29,PARK PROHIBITED TIME NO PERMIT,45,0031,NR,1 CHESLEY AVE,,,ON
***13981,20241001,29,PARK PROHIBITED TIME NO PERMIT,45,0031,NR,338 KINGSWOOD RD,,,ON
***35783,20241001,29,PARK PROHIBITED TIME NO PERMIT,45,0031,NR,22 ANTLER ST,,,ON
***24082,20241001,29,PARK PROHIBITED TIME NO PERMIT,45,0032,NR,18 LEOPOLD ST,,,ON
***57390,20241001,29,PARK PROHIBITED TIME NO PERMIT,45,0032,NR,186 EARLSCOURT AVE,,,ON
***73708,20241001,29,PARK PROHIBITED TIME NO PERMIT,45,0033,OPP,1 SELBY ST,,,ON
***76762,20241001,29,PARK PROHIBITED TIME NO PERMIT,45,0033,OPP,165 BARRINGTON AVE,,,ON
***70650,20241001,29,PARK PROHIBITED TIME NO PERMIT,45,0033,NR,154 CALEDONIA RD,,,ON
***73709,20241001,29,PARK PROHIBITED TIME NO PERMIT,45,0034,OPP,1 SELBY ST,,,QC
***03907,20241001,29,PARK PROHIBITED TIME NO PERMIT,45,0034,NR,264 ASHDALE AVE,,,ON
***72797,20241001,3,PARK ON PRIVATE PROPERTY,75,0035,AT,85 QUEENS WHARF RD,,,NS
***73710,20241001,29,PARK PROHIBITED TIME NO PERMIT,45,0035,OPP,1 SELBY ST,,,QC
***90907,20241001,29,PARK PROHIBITED TIME NO PERMIT,45,0035,NR,590 BROCK AVE,,,ON
***00000,20241001,8,STAND VEH.-PROHIBIT TIME/DAY,120,0035,NR,3 ELM ST,,,ON
***76763,20241001,29,PARK PROHIBITED TIME NO PERMIT,45,0036,OPP,169 BARRINGTON AVE,,,ON
***90908,20241001,29,PARK PROHIBITED TIME NO PERMIT,45,0036,NR,604 BROCK AVE,,,ON
***95612,20241001,8,STAND VEH.-PROHIBIT TIME/DAY,120,0036,S/S,CARLTON ST,W/O,JARVIS ST,ON
***03908,20241001,29,PARK PROHIBITED TIME NO PERMIT,45,0037,NR,210 ASHDALE AVE,,,ON
***31241,20241001,5,PARK-SIGNED HWY-PROHIBIT DY/TM,65,0037,NR,7 MABELLE AVE,,,ON
***31242,20241001,5,PARK-SIGNED HWY-PROHIBIT DY/TM,65,0037,NR,7 MABELLE AVE,,,ON
***35784,20241001,29,PARK PROHIBITED TIME NO PERMIT,45,0037,NR,365 PERTH AVE,,,ON
***31243,20241001,5,PARK-SIGNED HWY-PROHIBIT DY/TM,65,0038,NR,7 MABELLE AVE,,,ON
***70651,20241001,29,PARK PROHIBITED TIME NO PERMIT,45,0038,NR,75 HOUNSLOW HEATH RD,,,ON
***84106,20241001,3,PARK ON PRIVATE PROPERTY,75,0039,,4700 KEELE ST,,,ON
***24083,20241001,29,PARK PROHIBITED TIME NO PERMIT,45,0039,NR,135 DOWLING AVE,,,ON
***73711,20241001,29,PARK PROHIBITED TIME NO PERMIT,45,0039,NR,55 HUNTLEY ST,,,ON
***31244,20241001,5,PARK-SIGNED HWY-PROHIBIT DY/TM,65,0039,NR,7 MABELLE AVE,,,ON
***70652,20241001,29,PARK PROHIBITED TIME NO PERMIT,45,0039,NR,83 HOUNSLOW HEATH RD,,,ON
***83526,20241001,3,PARK ON PRIVATE PROPERTY,75,0040,,1780 ALBION RD,,,ON
***73712,20241001,29,PARK PROHIBITED TIME NO PERMIT,45,0040,NR,8 LINDEN ST,,,ON
***90909,20241001,5,PARK-SIGNED HWY-PROHIBIT DY/TM,65,0040,NR,1 LAPPIN AVE,,,ON
***13982,20241001,29,PARK PROHIBITED TIME NO PERMIT,45,0040,NR,22 NORWOOD TER,,,ON
***35785,20241001,29,PARK PROHIBITED TIME NO PERMIT,45,0040,NR,11 RANDOLPH AVE,,,ON
***90910,20241001,29,PARK PROHIBITED TIME NO PERMIT,45,0041,NR,2 LAPPIN AVE,,,ON
***35786,20241001,29,PARK PROHIBITED TIME NO PERMIT,45,0041,NR,12 RANDOLPH AVE,,,ON
***57391,20241001,29,PARK PROHIBITED TIME NO PERMIT,45,0041,NR,52 NAIRN AVE,,,QC
***24084,20241001,29,PARK PROHIBITED TIME NO PERMIT,45,0042,NR,135 DOWLING AVE,,,ON
***72798,20241001,5,PARK-SIGNED HWY-PROHIBIT DY/TM,65,0042,NR,22 FORT YORK BLVD,,,ON
***73713,20241001,29,PARK PROHIBITED TIME NO PERMIT,45,0042,NR,28 LINDEN ST,,,ON
***90911,20241001,29,PARK PROHIBITED TIME NO PERMIT,45,0042,NR,33 LAPPIN AVE,,,ON
***00001,20241001,8,STAND VEH.-PROHIBIT TIME/DAY,120,0042,NR,249 VICTORIA ST,,,ON
***70653,20241001,29,PARK PROHIBITED TIME NO PERMIT,45,0042,OPP,9 EXETER ST,,,ON
***49676,20241001,3,PARK ON PRIVATE PROPERTY,75,0043,,170 CHALFKARM DR,,,ON
***72799,20241001,5,PARK-SIGNED HWY-PROHIBIT DY/TM,65,0043,NR,22 FORT YORK BLVD,,,ON
***00002,20241001,415,PARK COMMERC LOAD ZONE NOT LDG,50,0043,NR,21 DUNDAS SQ,,,ON
***35787,20241001,29,PARK PROHIBITED TIME NO PERMIT,45,0043,NR,12 RANDOLPH AVE,,,ON
***57392,20241001,29,PARK PROHIBITED TIME NO PERMIT,45,0043,NR,98 NAIRN AVE,,,ON
***92553,20241001,29,PARK PROHIBITED TIME NO PERMIT,45,0044,OPP,14 GRIMTHORPE RD,,,ON
***95613,20241001,29,PARK PROHIBITED TIME NO PERMIT,45,0044,NR,29 HOMEWOOD AVE,,,ON
***13983,20241001,29,PARK PROHIBITED TIME NO PERMIT,45,0044,NR,43 NORWOOD RD,,,ON
***57393,20241001,29,PARK PROHIBITED TIME NO PERMIT,45,0044,NR,104 NAIRN AVE,,,ON
***49677,20241001,3,PARK ON PRIVATE PROPERTY,75,0045,,170 CHALKFARM DR,,,ON
***72800,20241001,5,PARK-SIGNED HWY-PROHIBIT DY/TM,65,0045,NR,70 FORT YORK BLVD,,,ON
***03909,20241001,29,PARK PROHIBITED TIME NO PERMIT,45,0045,NR,152 ASHDALE AVE,,,ON
***90912,20241001,29,PARK PROHIBITED TIME NO PERMIT,45,0046,NR,159 LAPPIN AVE,,,ON
***57394,20241001,29,PARK PROHIBITED TIME NO PERMIT,45,0046,NR,148 NAIRN AVE,,,ON
***73714,20241001,29,PARK PROHIBITED TIME NO PERMIT,45,0047,NR,141 ISABELLA ST,,,ON
***35788,20241001,29,PARK PROHIBITED TIME NO PERMIT,45,0047,NR,8 MACAULAY AVE,,,ON
***35789,20241001,29,PARK PROHIBITED TIME NO PERMIT,45,0047,NR,8 MACAULAY AVE,,,ON
***57395,20241001,29,PARK PROHIBITED TIME NO PERMIT,45,0047,NR,154 NAIRN AVE,,,ON
***70654,20241001,29,PARK PROHIBITED TIME NO PERMIT,45,0047,NR,35 TALBOT ST,,,ON
***75765,20241001,3,PARK ON PRIVATE PROPERTY,75,0048,,4700 KEELE ST,,,ON
***49678,20241001,3,PARK ON PRIVATE PROPERTY,75,0048,,170 CHALKFARM DR,,,ON
***00003,20241001,9,STOP-SIGNED HWY-PROHIBIT TM/DY,120,0048,N/S,GOULD ST,E/O,YONGE ST,ON
***35790,20241001,29,PARK PROHIBITED TIME NO PERMIT,45,0048,NR,8 MACAULAY AVE,,,ON
***57396,20241001,29,PARK PROHIBITED TIME NO PERMIT,45,0049,OPP,157 NAIRN AVE,,,ON
***70655,20241001,29,PARK PROHIBITED TIME NO PERMIT,45,0049,NR,137 LAUGHTON AVE,,,ON
***80255,20241001,3,PARK ON PRIVATE PROPERTY,75,0050,,2305 MARKHAM RD,,,ON
***57397,20241001,29,PARK PROHIBITED TIME NO PERMIT,45,0050,OPP,157 NAIRN AVE,,,ON
***49679,20241001,3,PARK ON PRIVATE PROPERTY,75,0051,,170 CHALFKARM DR,,,ON
***73715,20241001,29,PARK PROHIBITED TIME NO PERMIT,45,0051,NR,95 HOMEWOOD AVE,,,ON
***06355,20241001,29,PARK PROHIBITED TIME NO PERMIT,45,0051,OPP,97 HARBOURVIEW CRES,,,ON
***03910,20241001,29,PARK PROHIBITED TIME NO PERMIT,45,0052,NR,10 KENT RD,,,ON
***35791,20241001,29,PARK PROHIBITED TIME NO PERMIT,45,0052,NR,12 PARKMAN AVE,,,ON
***70656,20241001,29,PARK PROHIBITED TIME NO PERMIT,45,0052,NR,113 LAUGHTON AVE,,,ON
***84107,20241001,3,PARK ON PRIVATE PROPERTY,75,0053,,4700 KEELE ST,,,ON
***57398,20241001,29,PARK PROHIBITED TIME NO PERMIT,45,0053,NR,176 NAIRN AVE,,,ON
***50420,20241001,3,PARK ON PRIVATE PROPERTY,75,0054,,33 GABIAN WAY,,,ON
***90913,20241001,29,PARK PROHIBITED TIME NO PERMIT,45,0054,NR,184 EMERSON AVE,,,ON
***35792,20241001,29,PARK PROHIBITED TIME NO PERMIT,45,0054,NR,220 FRANKLIN AVE,,,ON
***39807,20241001,3,PARK ON PRIVATE PROPERTY,75,0055,,100 BURROWS HALL BLVD,,,ON
***80256,20241001,3,PARK ON PRIVATE PROPERTY,75,0055,,2305 MARKHAM RD,,,ON
***20594,20241001,29,PARK PROHIBITED TIME NO PERMIT,45,0055,OPP,5 LUMBERVALE AVE,,,ON
***70657,20241001,29,PARK PROHIBITED TIME NO PERMIT,45,0055,NR,99 LAUGHTON AVE,,,ON
***39808,20241001,3,PARK ON PRIVATE PROPERTY,75,0056,,100 BURROWS HALL BLVD,,,ON
***20595,20241001,29,PARK PROHIBITED TIME NO PERMIT,45,0056,OPP,1 LUMBERVALE AVE,,,ON
***00004,20241001,9,STOP-SIGNED HWY-PROHIBIT TM/DY,120,0056,NR,100 QUEEN ST W,,,ON
***73716,20241001,29,PARK PROHIBITED TIME NO PERMIT,45,0057,NR,114 MAITLAND ST,,,ON
***95614,20241001,29,PARK PROHIBITED TIME NO PERMIT,45,0057,NR,21 ROSE AVE,,,ON
***06356,20241001,5,PARK-SIGNED HWY-PROHIBIT DY/TM,65,0057,E/S,ALEXANDER ST,N/O,LAKE SHORE BLVD W,ON
***49680,20241001,3,PARK ON PRIVATE PROPERTY,75,0058,,180 CHALKFARM DR,,,ON
***90914,20241001,29,PARK PROHIBITED TIME NO PERMIT,45,0058,NR,105 MILLICENT ST,,,QC
***13984,20241001,29,PARK PROHIBITED TIME NO PERMIT,45,0058,N/S,MOUNTALAN AVE,W/O,GREENWOOD AVE,ON
***75766,20241001,3,PARK ON PRIVATE PROPERTY,75,0059,,4700 KEELE ST,,,ON
***73717,20241001,29,PARK PROHIBITED TIME NO PERMIT,45,0059,NR,100 MAITLAND ST,,,ON
***90915,20241001,29,PARK PROHIBITED TIME NO PERMIT,45,0059,NR,91 MILLICENT ST,,,ON
***90916,20241001,29,PARK PROHIBITED TIME NO PERMIT,45,0059,NR,94 MILLICENT ST,,,ON
***35793,20241001,29,PARK PROHIBITED TIME NO PERMIT,45,0059,NR,415 PERTH AVE,,,ON
***39809,20241001,3,PARK ON PRIVATE PROPERTY,75,0100,,100 BURROWS HALL BLVD,,,ON
***50421,20241001,3,PARK ON PRIVATE PROPERTY,75,0100,,33 GAIAN WAY,,,ON
***06357,20241001,29,PARK PROHIBITED TIME NO PERMIT,45,0100,NR,83 SUPERIOR AVE,,,ON
***70658,20241001,15,PARK-WITHIN 3M OF FIRE HYDRANT,125,0100,NR,1978 DAVENPORT RD,,,ON
***60781,20241001,49,FAIL TO PARK/STOP PARALL. RGHT,40,0101,NR,5 NEWLOVE CRT,,,ON
***24085,20241001,3,PARK ON PRIVATE PROPERTY,75,0101,AT,169 FORT YORK BLVD,,,ON
***00005,20241001,9,STOP-SIGNED HWY-PROHIBIT TM/DY,120,0101,NR,10 EDWARD ST,,,ON
***48350,20241001,5,PARK-SIGNED HWY-PROHIBIT DY/TM,65,0102,NR,15 OUTLOOK AVE,,,ON
***70659,20241001,15,PARK-WITHIN 3M OF FIRE HYDRANT,125,0102,NR,215 OSLER ST,,,ON
***72801,20241001,5,PARK-SIGNED HWY-PROHIBIT DY/TM,65,0103,NR,12 DENISON AVE,,,ON
***70660,20241001,29,PARK PROHIBITED TIME NO PERMIT,45,0103,NR,207 OSLER ST,,,ON
***76764,20241001,29,PARK PROHIBITED TIME NO PERMIT,45,0104,NR,289 MILVERTON BLVD,,,ON
***35794,20241001,29,PARK PROHIBITED TIME NO PERMIT,45,0104,NR,124 GLENLAKE AVE,,,ON
***85526,20241001,3,PARK ON PRIVATE PROPERTY,75,0105,,180 CHALKFARM DR,,,ON
***39810,20241001,3,PARK ON PRIVATE PROPERTY,75,0105,,100 BURROWS HALL BLVD,,,ON
***39811,20241001,3,PARK ON PRIVATE PROPERTY,75,0105,,100 BURROWS HALL BLVD,,,ON
***72802,20241001,134,PARK-SIGNED HWY-PUBLIC LANE,50,0105,R/O,488 QUEEN ST W,,,ON
***03911,20241001,29,PARK PROHIBITED TIME NO PERMIT,45,0105,OPP,142 HIAWATHA RD,,,ON
***49682,20241001,3,PARK ON PRIVATE PROPERTY,75,0106,,180 CHALKFARM DR,,,ON
***20596,20241001,29,PARK PROHIBITED TIME NO PERMIT,45,0106,NR,44 MARION ST,,,YT
***06358,20241001,29,PARK PROHIBITED TIME NO PERMIT,45,0106,OPP,42 SIMPSON AVE,,,ON
***92554,20241001,29,PARK PROHIBITED TIME NO PERMIT,45,0107,OPP,25 LOUISE AVE,,,ON
***01371,20241001,5,PARK-SIGNED HWY-PROHIBIT DY/TM,65,0107,OPP,20 MEADOWGLEN PL,,,ON
***90917,20241001,29,PARK PROHIBITED TIME NO PERMIT,45,0107,NR,14 MILLICENT ST,,,ON
***95615,20241001,8,STAND VEH.-PROHIBIT TIME/DAY,120,0107,E/S,PARLIAMENT ST,S/O,WINCHESTER ST,ON
***13985,20241001,29,PARK PROHIBITED TIME NO PERMIT,45,0107,NR,157 PARKMOUNT RD,,,NY
***70661,20241001,29,PARK PROHIBITED TIME NO PERMIT,45,0107,NR,27 LINDNER ST,,,ON
***92555,20241001,29,PARK PROHIBITED TIME NO PERMIT,45,0108,OPP,7 LOUISE AVE,,,ON
***73718,20241001,9,STOP-SIGNED HWY-PROHIBIT TM/DY,120,0108,OPP,33 CHARLES ST E,,,ON
***35795,20241001,29,PARK PROHIBITED TIME NO PERMIT,45,0108,NR,215 GLENLAKE AVE,,,ON
***70662,20241001,29,PARK PROHIBITED TIME NO PERMIT,45,0108,NR,31 LINDNER ST,,,ON
***85527,20241001,3,PARK ON PRIVATE PROPERTY,75,0109,,555 BRIMORTON DR,,,ON
***92556,20241001,29,PARK PROHIBITED TIME NO PERMIT,45,0109,OPP,7 LOUISE AVE,,,ON
***00006,20241001,384,STOP VEH OTR THN BCYCL-BYCL LN,200,0109,NR,717 BAY ST,,,ON
***90918,20241001,29,PARK PROHIBITED TIME NO PERMIT,45,0110,NR,142 EMERSON AVE,,,ON
***35796,20241001,29,PARK PROHIBITED TIME NO PERMIT,45,0110,NR,215 GLENLAKE AVE,,,ON
***85527,20241001,3,PARK ON PRIVATE PROPERTY,75,0111,,180 CHALKFARM DR,,,ON
***73719,20241001,9,STOP-SIGNED HWY-PROHIBIT TM/DY,120,0111,NR,25 HAYDEN ST,,,ON
***00007,20241001,384,STOP VEH OTR THN BCYCL-BYCL LN,200,0111,NR,70 GERRARD ST W,,,ON
***13986,20241001,29,PARK PROHIBITED TIME NO PERMIT,45,0111,NR,52 MONARCH PARK AVE,,,ON
***35797,20241001,29,PARK PROHIBITED TIME NO PERMIT,45,0111,NR,215 GLENLAKE AVE,,,ON
***48351,20241001,29,PARK PROHIBITED TIME NO PERMIT,45,0112,NR,43 CANNES CRCL,,,ON
***24086,20241001,29,PARK PROHIBITED TIME NO PERMIT,45,0113,NR,61 ROBINSON ST,,,ON
***90919,20241001,29,PARK PROHIBITED TIME NO PERMIT,45,0113,NR,114 EMERSON AVE,,,ON
***43472,20241001,48,FAIL TO PARK/STOP PARALL. CURB,40,0114,NR,105 JOLLY WAY,,,ON
***35798,20241001,29,PARK PROHIBITED TIME NO PERMIT,45,0114,NR,88 PINE CREST RD,,,ON
***70663,20241001,29,PARK PROHIBITED TIME NO PERMIT,45,0114,OPP,93 PELHAM AVE,,,ON
***49683,20241001,3,PARK ON PRIVATE PROPERTY,75,0115,,200 CHALFKARM DR,,,ON
***35799,20241001,29,PARK PROHIBITED TIME NO PERMIT,45,0115,NR,88 PINE CREST RD,,,ON
***57399,20241001,29,PARK PROHIBITED TIME NO PERMIT,45,0115,OPP,146 ROSEMOUNT AVE,,,ON
***70664,20241001,29,PARK PROHIBITED TIME NO PERMIT,45,0115,NR,72 PELHAM AVE,,,ON
***90920,20241001,29,PARK PROHIBITED TIME NO PERMIT,45,0116,OPP,134 ARMSTRONG AVE,,,ON
***95616,20241001,29,PARK PROHIBITED TIME NO PERMIT,45,0116,NR,113 WINCHESTER ST,,,ON
***13987,20241001,29,PARK PROHIBITED TIME NO PERMIT,45,0116,NR,210 GILLARD AVE,,,ON
***85528,20241001,3,PARK ON PRIVATE PROPERTY,75,0117,,200 CHALKFARM DR,,,ON
***92557,20241001,29,PARK PROHIBITED TIME NO PERMIT,45,0117,NR,189 KENWOOD AVE,,,ON
***73720,20241001,8,STAND VEH.-PROHIBIT TIME/DAY,120,0117,NR,85 WOOD ST,,,ON
***76765,20241001,29,PARK PROHIBITED TIME NO PERMIT,45,0117,OPP,142 GLEBEHOLME BLVD,,,ON
***35800,20241001,29,PARK PROHIBITED TIME NO PERMIT,45,0117,NR,77 QUEBEC AVE,,,ON
***75767,20241001,3,PARK ON PRIVATE PROPERTY,75,0118,,4700 KEELE ST,,,ON
***50422,20241001,3,PARK ON PRIVATE PROPERTY,75,0118,,43 GOLDWIN AVE,,,ON
***90921,20241001,29,PARK PROHIBITED TIME NO PERMIT,45,0118,NR,112 ARMSTRONG AVE,,,ON
***35801,20241001,29,PARK PROHIBITED TIME NO PERMIT,45,0118,NR,77 QUEBEC AVE,,,ON
***70665,20241001,29,PARK PROHIBITED TIME NO PERMIT,45,0118,NR,50 KINGSLEY AVE,,,NF
***83529,20241001,3,PARK ON PRIVATE PROPERTY,75,0119,,2002 MARTINGROVE RD,,,ON
***83530,20241001,3,PARK ON PRIVATE PROPERTY,75,0119,,2002 MARTINGROVE RD,,,ON
***73721,20241001,29,PARK PROHIBITED TIME NO PERMIT,45,0119,OPP,95 WOOD ST,,,ON
***76766,20241001,29,PARK PROHIBITED TIME NO PERMIT,45,0119,OPP,140 GLEBEHOLME BLVD,,,ON
