tag_number_masked,date_of_infraction,infraction_code,infraction_description,set_fine_amount,time_of_infraction,location1,location2,location3,location4,province
***36361,20240201,29,PARK PROHIBITED TIME NO PERMIT,30,0030,NR,10 HERTFORD AVE,,,ON
***36362,20240201,29,PARK PROHIBITED TIME NO PERMIT,30,0030,NR,10 HERTFORD AVE,,,ON
***84175,20240201,29,PARK PROHIBITED TIME NO PERMIT,30,0030,OPP,1 MUNRO PARK AVE,,,ON
***29622,20240201,29,PARK PROHIBITED TIME NO PERMIT,30,0031,NR,745 SHAW ST,,,ON
***36363,20240201,29,PARK PROHIBITED TIME NO PERMIT,30,0031,NR,10 HERTFORD AVE,,,ON
***48303,20240201,29,PARK PROHIBITED TIME NO PERMIT,30,0031,NR,95 JOE SHUSTER WAY,,,ON
***74805,20240201,29,PARK PROHIBITED TIME NO PERMIT,30,0031,NR,146 DOVERCOURT RD,,,ON
***16883,20240201,3,PARK ON PRIVATE PROPERTY,75,0032,,85 GEORGE APPLETON WAY,,,ON
***98678,20240201,29,PARK PROHIBITED TIME NO PERMIT,30,0032,NR,247 ST CLARENS AVE,,,ON
***36364,20240201,29,PARK PROHIBITED TIME NO PERMIT,30,0032,NR,10 HERTFORD AVE,,,ON
***41612,20240201,29,PARK PROHIBITED TIME NO PERMIT,30,0032,NR,117 BENSON AVE,,,ON
***74806,20240201,29,PARK PROHIBITED TIME NO PERMIT,30,0032,NR,166 DOVERCOURT RD,,,ON
***29623,20240201,29,PARK PROHIBITED TIME NO PERMIT,30,0033,NR,738 CRAWFORD ST,,,ON
***44017,20240201,257,PARK CONTRARY POSTED CONDITION,100,0033,AT,3230 BAYVIEW AVE,,,ON
***23152,20240201,29,PARK PROHIBITED TIME NO PERMIT,30,0033,NR,74 WOLSELEY ST,,,ON
***99646,20240201,3,PARK ON PRIVATE PROPERTY,75,0034,,14 WELSFORD GDNS,,,ON
***98679,20240201,29,PARK PROHIBITED TIME NO PERMIT,30,0034,NR,295 ST CLARENS AVE,,,ON
***44018,20240201,257,PARK CONTRARY POSTED CONDITION,100,0034,AT,3230 BAYVIEW AVE,,,ON
***70221,20240201,49,FAIL TO PARK/STOP PARALL. RGHT,30,0034,OPP,74 VANBRUGH AVE,,,ON
***74807,20240201,29,PARK PROHIBITED TIME NO PERMIT,30,0035,OPP,118 ARGYLE ST,,,ON
***91112,20240201,29,PARK PROHIBITED TIME NO PERMIT,30,0035,NR,430 JONES AVE,,,ON
***98680,20240201,29,PARK PROHIBITED TIME NO PERMIT,30,0036,NR,315 ST CLARENS AVE,,,ON
***29624,20240201,29,PARK PROHIBITED TIME NO PERMIT,30,0036,NR,788 CRAWFORD ST,,,ON
***67724,20240201,29,PARK PROHIBITED TIME NO PERMIT,30,0036,NR,37 EDINBOROUGH CRT,,,ON
***78804,20240201,29,PARK PROHIBITED TIME NO PERMIT,30,0036,NR,388 GLENLAKE AVE,,,ON
***23153,20240201,29,PARK PROHIBITED TIME NO PERMIT,30,0037,E/S,AUGUSTA AVE,N/O,QUEEN ST W,ON
***74808,20240201,29,PARK PROHIBITED TIME NO PERMIT,30,0038,NR,104 OSSINGTON AVE,,,ON
***84176,20240201,29,PARK PROHIBITED TIME NO PERMIT,30,0038,OPP,69 SILVER BIRCH AVE,,,ON
***98681,20240201,29,PARK PROHIBITED TIME NO PERMIT,30,0039,NR,355 ST CLARENS AVE,,,ON
***48304,20240201,29,PARK PROHIBITED TIME NO PERMIT,30,0039,NR,16 LAIDLAW ST,,,ON
***67725,20240201,29,PARK PROHIBITED TIME NO PERMIT,30,0039,NR,40 EDINBOROUGH CRT,,,ON
***74809,20240201,29,PARK PROHIBITED TIME NO PERMIT,30,0039,NR,104 OSSINGTON AVE,,,ON
***41613,20240201,29,PARK PROHIBITED TIME NO PERMIT,30,0040,NR,80 ALBERTA AVE,,,ON
***63252,20240201,3,PARK ON PRIVATE PROPERTY,75,0040,AT,170 CHALKFARM DR,,,ON
***74810,20240201,29,PARK PROHIBITED TIME NO PERMIT,30,0040,NR,91 OSSINGTON AVE,,,ON
***73848,20240201,9,STOP-SIGNED HWY-PROHIBIT TM/DY,100,0041,NR,20 JOE SHUSTER WAY,,,ON
***67726,20240201,29,PARK PROHIBITED TIME NO PERMIT,30,0041,NR,55 EDINBOROUGH CRT,,,ON
***78805,20240201,29,PARK PROHIBITED TIME NO PERMIT,30,0041,NR,433 GLENLAKE AVE,,,ON
***91113,20240201,29,PARK PROHIBITED TIME NO PERMIT,30,0041,NR,354 JONES AVE,,,ON
***16884,20240201,3,PARK ON PRIVATE PROPERTY,75,0042,,55 GEORGE APPLETON WAY,,,ON
***36365,20240201,3,PARK ON PRIVATE PROPERTY,75,0042,AT,220 WOOLNER AVE,,,ON
***48305,20240201,29,PARK PROHIBITED TIME NO PERMIT,30,0042,NR,16 LAIDLAW ST,,,ON
***74811,20240201,29,PARK PROHIBITED TIME NO PERMIT,30,0042,NR,151 OSSINGTON AVE,,,ON
***36366,20240201,3,PARK ON PRIVATE PROPERTY,75,0043,AT,220 WOOLNER AVE,,,ON
***63253,20240201,3,PARK ON PRIVATE PROPERTY,75,0043,AT,180 CHALKFARM DR,,,ON
***67727,20240201,29,PARK PROHIBITED TIME NO PERMIT,30,0043,OPP,74 EDINBOROUGH CRT,,,ON
***36367,20240201,3,PARK ON PRIVATE PROPERTY,75,0044,AT,220 WOOLNER AVE,,,ON
***48306,20240201,29,PARK PROHIBITED TIME NO PERMIT,30,0044,NR,20 LAIDLAW ST,,,QC
***74812,20240201,29,PARK PROHIBITED TIME NO PERMIT,30,0044,NR,186 OSSINGTON AVE,,,ON
***74813,20240201,29,PARK PROHIBITED TIME NO PERMIT,30,0044,NR,186 OSSINGTON AVE,,,ON
***78806,20240201,29,PARK PROHIBITED TIME NO PERMIT,30,0044,NR,447 GLENLAKE AVE,,,ON
***16885,20240201,3,PARK ON PRIVATE PROPERTY,75,0045,,55 GEORGE APPLETON WAY,,,ON
***87212,20240201,29,PARK PROHIBITED TIME NO PERMIT,30,0045,NR,22 MC CAUL ST,,,ON
***67728,20240201,29,PARK PROHIBITED TIME NO PERMIT,30,0045,NR,75 EDINBOROUGH CRT,,,ON
***99864,20240201,3,PARK ON PRIVATE PROPERTY,75,0046,,1008 WILSON AVE,,,ON
***67729,20240201,29,PARK PROHIBITED TIME NO PERMIT,30,0046,NR,75 EDINBOROUGH CRT,,,ON
***74814,20240201,29,PARK PROHIBITED TIME NO PERMIT,30,0046,NR,209 OSSINGTON AVE,,,ON
***74815,20240201,29,PARK PROHIBITED TIME NO PERMIT,30,0046,NR,217 OSSINGTON AVE,,,ON
***84177,20240201,29,PARK PROHIBITED TIME NO PERMIT,30,0046,NR,35 WILLOW AVE,,,NT
***84440,20240201,9,STOP-SIGNED HWY-PROHIBIT TM/DY,100,0046,NR,39 ROEHAMPTON AVE,,,ON
***23154,20240201,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,0046,W/S,CAMERON ST,S/O,GRANGE AVE,MB
***73849,20240201,8,STAND VEH.-PROHIBIT TIME/DAY,100,0047,NR,69 LYNN WILLIAMS ST,,,ON
***98682,20240201,29,PARK PROHIBITED TIME NO PERMIT,30,0047,NR,443 ST CLARENS AVE,,,ON
***67730,20240201,29,PARK PROHIBITED TIME NO PERMIT,30,0047,NR,79 EDINBOROUGH CRT,,,ON
***63254,20240201,3,PARK ON PRIVATE PROPERTY,75,0048,AT,190 CHALKFARM DR,,,ON
***74816,20240201,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,0048,NR,219 OSSINGTON AVE,,,ON
***23155,20240201,29,PARK PROHIBITED TIME NO PERMIT,30,0048,NR,65 CAMERON ST,,,ON
***67055,20240201,3,PARK ON PRIVATE PROPERTY,75,0048,AT,555 THE WEST MALL,,,ON
***16886,20240201,3,PARK ON PRIVATE PROPERTY,75,0049,,55 GEORGE APPLETON WAY,,,ON
***29625,20240201,29,PARK PROHIBITED TIME NO PERMIT,30,0049,NR,484 ROXTON RD,,,ON
***41614,20240201,336,PARK-FAIL TO DISPLAY PERMIT,30,0049,NR,80 ALBERTA AVE,,,ON
***67731,20240201,29,PARK PROHIBITED TIME NO PERMIT,30,0049,NR,69 EDINBOROUGH CRT,,,ON
***84149,20240201,4,PARK ON MUNICIPAL PROPERTY,75,0049,AT,55 SMOOTH ROSE CRT,,,ON
***67056,20240201,3,PARK ON PRIVATE PROPERTY,75,0049,AT,555 THE WEST MALL,,,ON
***36368,20240201,3,PARK ON PRIVATE PROPERTY,75,0050,AT,210 WOOLNER AVE,,,ON
***63255,20240201,3,PARK ON PRIVATE PROPERTY,75,0050,AT,200 CHALKFARM DR,,,ON
***84150,20240201,4,PARK ON MUNICIPAL PROPERTY,75,0050,AT,55 SMOOTH ROSE CRT,,,ON
***23156,20240201,29,PARK PROHIBITED TIME NO PERMIT,30,0050,OPP,38 CAMERON ST,,,ON
***16887,20240201,3,PARK ON PRIVATE PROPERTY,75,0051,,55 GEORGE APPLETON WAY,,,ON
***98683,20240201,29,PARK PROHIBITED TIME NO PERMIT,30,0051,NR,237 MARGUERETTA ST,,,ON
***63256,20240201,3,PARK ON PRIVATE PROPERTY,75,0051,AT,200 CHALKFARM DR,,,ON
***84151,20240201,4,PARK ON MUNICIPAL PROPERTY,75,0051,AT,55 SMOOTH ROSE CRT,,,ON
***98684,20240201,29,PARK PROHIBITED TIME NO PERMIT,30,0052,NR,313 MARGUERETTA ST,,,ON
***84152,20240201,4,PARK ON MUNICIPAL PROPERTY,75,0052,AT,55 SMOOTH ROSE CRT,,,ON
***84178,20240201,29,PARK PROHIBITED TIME NO PERMIT,30,0052,NR,147 MACLEAN AVE,,,ON
***16888,20240201,3,PARK ON PRIVATE PROPERTY,75,0053,,55 GEORGE APPLETON WAY,,,ON
***36369,20240201,3,PARK ON PRIVATE PROPERTY,75,0053,AT,210 WOOLNER AVE,,,ON
***78807,20240201,29,PARK PROHIBITED TIME NO PERMIT,30,0053,NR,21 IDYLLWOOD CRES,,,NS
***84153,20240201,4,PARK ON MUNICIPAL PROPERTY,75,0053,AT,55 SMOOTH ROSE CRT,,,ON
***84179,20240201,29,PARK PROHIBITED TIME NO PERMIT,30,0054,NR,137 MACLEAN AVE,,,ON
***72110,20240201,3,PARK ON PRIVATE PROPERTY,75,0055,,200 SHERWAY DR,,,ON
***73850,20240201,8,STAND VEH.-PROHIBIT TIME/DAY,100,0056,NR,69 LYNN WILLIAMS ST,,,ON
***67732,20240201,29,PARK PROHIBITED TIME NO PERMIT,30,0056,OPP,285 SCARLETT RD,,,ON
***84180,20240201,29,PARK PROHIBITED TIME NO PERMIT,30,0056,OPP,86 GLEN MANOR DR,,,ON
***67733,20240201,29,PARK PROHIBITED TIME NO PERMIT,30,0058,NR,295 SCARLETT RD,,,ON
***29626,20240201,29,PARK PROHIBITED TIME NO PERMIT,30,0059,NR,18 MANCHESTER AVE,,,ON
***82192,20240201,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,0059,S/S,BIRCHLEA AVE,W/O,ARCADIAN CRCL,ON
***29627,20240201,29,PARK PROHIBITED TIME NO PERMIT,30,0100,NR,18 MANCHESTER AVE,,,ON
***36370,20240201,29,PARK PROHIBITED TIME NO PERMIT,30,0100,OPP,5 LAPP ST,,,ON
***87213,20240201,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,0101,OPP,180 PEARL ST,,,ON
***98685,20240201,29,PARK PROHIBITED TIME NO PERMIT,30,0101,NR,472 BROCK AVE,,,ON
***87214,20240201,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,0102,OPP,180 PEARL ST,,,ON
***98686,20240201,29,PARK PROHIBITED TIME NO PERMIT,30,0102,NR,474 BROCK AVE,,,ON
***29628,20240201,29,PARK PROHIBITED TIME NO PERMIT,30,0102,NR,128 GARNET AVE,,,ON
***87215,20240201,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,0103,OPP,180 PEARL ST,,,ON
***87216,20240201,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,0104,OPP,180 PEARL ST,,,ON
***36371,20240201,29,PARK PROHIBITED TIME NO PERMIT,30,0104,NR,436 MAYBANK AVE,,,ON
***67734,20240201,29,PARK PROHIBITED TIME NO PERMIT,30,0104,NR,119 BERNICE CRES,,,ON
***84181,20240201,29,PARK PROHIBITED TIME NO PERMIT,30,0104,NR,63 HAMMERSMITH AVE,,,ON
***67057,20240201,3,PARK ON PRIVATE PROPERTY,75,0104,AT,50 CORDOVA AVE,,,ON
***98687,20240201,29,PARK PROHIBITED TIME NO PERMIT,30,0105,NR,508 BROCK AVE,,,ON
***67058,20240201,3,PARK ON PRIVATE PROPERTY,75,0105,AT,50 CORDOVA AVE,,,ON
***36372,20240201,29,PARK PROHIBITED TIME NO PERMIT,30,0106,NR,440 MAYBANK AVE,,,ON
***84182,20240201,29,PARK PROHIBITED TIME NO PERMIT,30,0106,NR,37 HAMMERSMITH AVE,,,ON
***02298,20240201,29,PARK PROHIBITED TIME NO PERMIT,30,0106,S/S,STRATHMORE BLVD,W/O,MONARCH PARK AVE,ON
***67059,20240201,3,PARK ON PRIVATE PROPERTY,75,0106,AT,50 CORDOVA AVE,,,ON
***87217,20240201,415,PARK COMMERC LOAD ZONE NOT LDG,40,0107,OPP,180 PEARL ST,,,ON
***84183,20240201,29,PARK PROHIBITED TIME NO PERMIT,30,0107,OPP,24 HAMMERSMITH AVE,,,ON
***67060,20240201,3,PARK ON PRIVATE PROPERTY,75,0107,AT,50 CORDOVA AVE,,,ON
***87218,20240201,15,PARK-WITHIN 3M OF FIRE HYDRANT,100,0108,OPP,180 PEARL ST,,,ON
***36373,20240201,29,PARK PROHIBITED TIME NO PERMIT,30,0108,NR,458 MAYBANK AVE,,,ON
***23157,20240201,29,PARK PROHIBITED TIME NO PERMIT,30,0108,NR,77 PORTLAND ST,,,ON
***53112,20240201,3,PARK ON PRIVATE PROPERTY,75,0109,AT,320 MCCOWAN RD,,,ON
***84441,20240201,29,PARK PROHIBITED TIME NO PERMIT,30,0109,NR,7 MARTIN CRES,,,ON
***23158,20240201,29,PARK PROHIBITED TIME NO PERMIT,30,0109,NR,75 PORTLAND ST,,,ON
***53113,20240201,3,PARK ON PRIVATE PROPERTY,75,0110,AT,320 MCCOWAN RD,,,ON
***36374,20240201,29,PARK PROHIBITED TIME NO PERMIT,30,0110,NR,69 NORTHLAND AVE,,,ON
***41615,20240201,29,PARK PROHIBITED TIME NO PERMIT,30,0110,NR,1 HIGHVIEW CRES,,,ON
***67735,20240201,29,PARK PROHIBITED TIME NO PERMIT,30,0110,NR,48 FLORENCE CRES,,,ON
***53114,20240201,3,PARK ON PRIVATE PROPERTY,75,0111,AT,320 MCCOWAN RD,,,ON
***87219,20240201,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,0111,NR,14 DUNCAN ST,,,ON
***87220,20240201,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,0111,NR,14 DUNCAN ST,,,ON
***98688,20240201,29,PARK PROHIBITED TIME NO PERMIT,30,0111,NR,74 MUIR AVE,,,ON
***36375,20240201,29,PARK PROHIBITED TIME NO PERMIT,30,0111,NR,103 NORTHLAND AVE,,,ON
