tag_number_masked,date_of_infraction,infraction_code,infraction_description,set_fine_amount,time_of_infraction,location1,location2,location3,location4,province
***76353,20240501,3,PARK ON PRIVATE PROPERTY,75,0021,,300 BOROUGH DRIVE,,,ON
***08893,20240501,29,PARK PROHIBITED TIME NO PERMIT,30,0021,NR,205 DELAWARE AVE,,,ON
***09770,20240501,29,PARK PROHIBITED TIME NO PERMIT,30,0021,NR,5 DALTON RD,,,ON
***67178,20240501,29,PARK PROHIBITED TIME NO PERMIT,30,0021,OPP,78 STEPHENSON AVE,,,ON
***67179,20240501,29,PARK PROHIBITED TIME NO PERMIT,30,0021,OPP,78 STEPHENSON AVE,,,ON
***67634,20240501,29,PARK PROHIBITED TIME NO PERMIT,30,0021,OPP,80 POWER ST,,,ON
***52290,20240501,29,PARK PROHIBITED TIME NO PERMIT,30,0022,NR,303 GARDEN AVE,,,ON
***67180,20240501,29,PARK PROHIBITED TIME NO PERMIT,30,0022,OPP,78 STEPHENSON AVE,,,SK
***77589,20240501,29,PARK PROHIBITED TIME NO PERMIT,30,0022,NR,40 SILVER AVE,,,ON
***88021,20240501,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,0023,NR,1273 WESTON RD,,,ON
***17849,20240501,29,PARK PROHIBITED TIME NO PERMIT,30,0023,NR,205 DELAWARE AVE,,,ON
***58893,20240501,29,PARK PROHIBITED TIME NO PERMIT,30,0023,NR,120 RAGLAN AVE,,,ON
***71458,20240501,3,PARK ON PRIVATE PROPERTY,75,0023,AT,160 CHALKFARM DR,,,ON
***81643,20240501,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,0024,NR,131 HOMESTEAD RD,,,ON
***71459,20240501,3,PARK ON PRIVATE PROPERTY,75,0024,AT,160 CHALKFARM DR,,,ON
***81386,20240501,15,PARK-WITHIN 3M OF FIRE HYDRANT,100,0025,OPP,69 BOON AVE,,,ON
***81644,20240501,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,0025,NR,131 HOMESTEAD RD,,,ON
***09771,20240501,29,PARK PROHIBITED TIME NO PERMIT,30,0025,NR,29 ALBANY AVE,,,ON
***17850,20240501,29,PARK PROHIBITED TIME NO PERMIT,30,0025,NR,272 DELAWARE AVE,,,ON
***58894,20240501,29,PARK PROHIBITED TIME NO PERMIT,30,0025,NR,130 RAGLAN AVE,,,ON
***71634,20240501,3,PARK ON PRIVATE PROPERTY,75,0025,AT,160 CHALKFARM DR,,,ON
***71635,20240501,3,PARK ON PRIVATE PROPERTY,75,0025,AT,160 CHALKFARM DR,,,ON
***49410,20240501,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,0026,NR,2 WILSON PARK RD,,,MB
***52291,20240501,29,PARK PROHIBITED TIME NO PERMIT,30,0026,NR,134 INDIAN RD,,,ON
***05674,20240501,3,PARK ON PRIVATE PROPERTY,75,0027,,165 CHEROKEE BLVD,,,ON
***77888,20240501,3,PARK ON PRIVATE PROPERTY,75,0027,,15 CANYON AVE,,,ON
***48504,20240501,9,STOP-SIGNED HWY-PROHIBIT TM/DY,100,0027,OPP,561 SAMMON AVE,,,ON
***93995,20240501,29,PARK PROHIBITED TIME NO PERMIT,30,0027,NR,25 SANDFORD AVE,,,ON
***09772,20240501,29,PARK PROHIBITED TIME NO PERMIT,30,0027,NR,49 ALBANY AVE,,,ON
***17851,20240501,29,PARK PROHIBITED TIME NO PERMIT,30,0027,NR,324 DELAWARE AVE,,,ON
***71636,20240501,3,PARK ON PRIVATE PROPERTY,75,0027,AT,160 CHALKFARM DR,,,AB
***77889,20240501,3,PARK ON PRIVATE PROPERTY,75,0028,,15 CANYON AVE,,,ON
***52292,20240501,29,PARK PROHIBITED TIME NO PERMIT,30,0028,NR,282 WRIGHT AVE,,,ON
***84900,20240501,29,PARK PROHIBITED TIME NO PERMIT,30,0028,OPP,11 MONTYE AVE,,,ON
***58895,20240501,29,PARK PROHIBITED TIME NO PERMIT,30,0028,NR,135 KENWOOD AVE,,,ON
***77890,20240501,3,PARK ON PRIVATE PROPERTY,75,0029,,15 CANYON AVE,,,ON
***58896,20240501,29,PARK PROHIBITED TIME NO PERMIT,30,0029,NR,100 KENWOOD AVE,,,ON
***71637,20240501,3,PARK ON PRIVATE PROPERTY,75,0029,AT,170 CHALKFARM DR,,,ON
***77891,20240501,3,PARK ON PRIVATE PROPERTY,75,0030,,15 CANYON AVE,,,ON
***32100,20240501,8,STAND VEH.-PROHIBIT TIME/DAY,100,0030,OPP,19 GRAND TRUNK CRES,,,ON
***81387,20240501,29,PARK PROHIBITED TIME NO PERMIT,30,0030,NR,14 BOON AVE,,,ON
***52293,20240501,29,PARK PROHIBITED TIME NO PERMIT,30,0030,NR,179 GLENDALE AVE,,,ON
***17852,20240501,29,PARK PROHIBITED TIME NO PERMIT,30,0030,NR,358 DELAWARE AVE,,,ON
***71638,20240501,3,PARK ON PRIVATE PROPERTY,75,0030,AT,170 CHALKFARM DR,,,ON
***71639,20240501,3,PARK ON PRIVATE PROPERTY,75,0031,AT,170 CHALKFARM DR,,,ON
***81388,20240501,336,PARK-FAIL TO DISPLAY PERMIT,30,0033,NR,6 BOON AVE,,,ON
***48999,20240501,29,PARK PROHIBITED TIME NO PERMIT,30,0033,NR,55 GLEDHILL AVE,,,ON
***81555,20240501,29,PARK PROHIBITED TIME NO PERMIT,30,0033,NR,82 PETMAN AVE,,,ON
***09773,20240501,29,PARK PROHIBITED TIME NO PERMIT,30,0033,OPP,215 BORDEN ST,,,ON
***17853,20240501,29,PARK PROHIBITED TIME NO PERMIT,30,0033,NR,406 DELAWARE AVE,,,ON
***52294,20240501,29,PARK PROHIBITED TIME NO PERMIT,30,0034,NR,215 PEARSON AVE,,,ON
***84901,20240501,29,PARK PROHIBITED TIME NO PERMIT,30,0034,NR,16 WINFIELD AVE,,,ON
***67181,20240501,29,PARK PROHIBITED TIME NO PERMIT,30,0034,NR,62 SILVER BIRCH AVE,,,ON
***71640,20240501,3,PARK ON PRIVATE PROPERTY,75,0034,AT,180 CHALKFARM DR,,,ON
***84902,20240501,29,PARK PROHIBITED TIME NO PERMIT,30,0035,NR,12 WINFIELD AVE,,,ON
***67182,20240501,29,PARK PROHIBITED TIME NO PERMIT,30,0035,NR,17 BALMY AVE,,,ON
***71641,20240501,3,PARK ON PRIVATE PROPERTY,75,0035,AT,180 CHALKFARM DR,,,ON
***49411,20240501,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,0036,NR,1497 QUEEN ST W,,,ON
***09774,20240501,29,PARK PROHIBITED TIME NO PERMIT,30,0036,NR,25 LENNOX ST,,,ON
***49412,20240501,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,0037,NR,1499 QUEEN ST W,,,ON
***84903,20240501,48,FAIL TO PARK/STOP PARALL. CURB,30,0037,NR,10 WINFIELD AVE,,,ON
***95421,20240501,3,PARK ON PRIVATE PROPERTY,75,0038,,217 MORNINGSIDE AVE E,,,ON
***60959,20240501,3,PARK ON PRIVATE PROPERTY,75,0038,,22 LEASIDE PARK DR,,,ON
***49413,20240501,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,0038,NR,1499 QUEEN ST W,,,ON
***49414,20240501,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,0038,NR,1499 QUEEN ST W,,,ON
***09775,20240501,86,"PARK-SIGNED HWY-""T"" INTERSECTN",40,0038,NR,25 LENNOX ST,,,ON
***25235,20240501,29,PARK PROHIBITED TIME NO PERMIT,30,0038,NR,319 MARGUERETTA ST,,,ON
***67183,20240501,29,PARK PROHIBITED TIME NO PERMIT,30,0038,NR,116 SILVER BIRCH AVE,,,ON
***77590,20240501,29,PARK PROHIBITED TIME NO PERMIT,30,0038,W/S,INDIAN RD,N/O,HEWITT AVE,ON
***84904,20240501,29,PARK PROHIBITED TIME NO PERMIT,30,0039,NR,8 WINFIELD AVE,,,ON
***67184,20240501,29,PARK PROHIBITED TIME NO PERMIT,30,0039,NR,118 SILVER BIRCH AVE,,,ON
***93996,20240501,29,PARK PROHIBITED TIME NO PERMIT,30,0040,S/S,STANTON AVE,W/O,ALTON AVE,ON
***25236,20240501,29,PARK PROHIBITED TIME NO PERMIT,30,0040,NR,241 MARGUERETTA ST,,,QC
***77591,20240501,29,PARK PROHIBITED TIME NO PERMIT,30,0040,OPP,72 INDIAN TRL,,,ON
***85444,20240501,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,0041,E/S,ROSE AVE,S/O,WELLESLEY ST E,AZ
***93997,20240501,29,PARK PROHIBITED TIME NO PERMIT,30,0041,S/S,STANTON AVE,W/O,ALTON AVE,ON
***09776,20240501,86,"PARK-SIGNED HWY-""T"" INTERSECTN",40,0041,NR,25 LENNOX ST,,,ON
***17854,20240501,29,PARK PROHIBITED TIME NO PERMIT,30,0041,NR,707 DOVERCOURT RD,,,ON
***17855,20240501,29,PARK PROHIBITED TIME NO PERMIT,30,0041,NR,707 DOVERCOURT RD,,,ON
***67185,20240501,29,PARK PROHIBITED TIME NO PERMIT,30,0041,NR,192 SILVER BIRCH AVE,,,ON
***49415,20240501,29,PARK PROHIBITED TIME NO PERMIT,30,0042,NR,179 DOWLING AVE,,,ON
***25237,20240501,29,PARK PROHIBITED TIME NO PERMIT,30,0042,NR,187 MARGUERETTA ST,,,ON
***77592,20240501,29,PARK PROHIBITED TIME NO PERMIT,30,0042,E/S,INDIAN GRV,S/O,INDIAN TRL,ON
***84905,20240501,29,PARK PROHIBITED TIME NO PERMIT,30,0043,NR,726 WILLARD AVE,,,ON
***10214,20240501,29,PARK PROHIBITED TIME NO PERMIT,30,0043,NR,193 ERSKINE AVE,,,ON
***67186,20240501,29,PARK PROHIBITED TIME NO PERMIT,30,0043,NR,202 SILVER BIRCH AVE,,,ON
***25238,20240501,29,PARK PROHIBITED TIME NO PERMIT,30,0044,NR,143 MARGUERETTA ST,,,ON
***77593,20240501,29,PARK PROHIBITED TIME NO PERMIT,30,0044,NR,51 INDIAN GRV,,,ON
***85445,20240501,29,PARK PROHIBITED TIME NO PERMIT,30,0045,NR,21 ROSE AVE,,,ON
***25239,20240501,29,PARK PROHIBITED TIME NO PERMIT,30,0045,NR,127 MARGUERETTA ST,,,ON
***52058,20240501,30,STOP-(ON/OVER) (SIDEWK/FTPATH),150,0046,NR,150 DOWLING AVE,,,ON
***84906,20240501,29,PARK PROHIBITED TIME NO PERMIT,30,0046,NR,45 JILLSON AVE,,,ON
***77594,20240501,29,PARK PROHIBITED TIME NO PERMIT,30,0046,NR,9 INDIAN GRV,,,ON
***19557,20240501,3,PARK ON PRIVATE PROPERTY,75,0047,AT,5 NORTHTOWN WAY,,,ON
***17856,20240501,29,PARK PROHIBITED TIME NO PERMIT,30,0048,NR,463 DOVERCOURT RD,,,ON
***67187,20240501,29,PARK PROHIBITED TIME NO PERMIT,30,0048,NR,28 BRACKEN AVE,,,ON
***67188,20240501,29,PARK PROHIBITED TIME NO PERMIT,30,0048,NR,28 BRACKEN AVE,,,ON
***84907,20240501,29,PARK PROHIBITED TIME NO PERMIT,30,0049,NR,21 MORLAND RD,,,ON
***90185,20240501,338,PARK - BETWEEN ROAD & SIDEWALK,50,0049,NR,3 NORDIN AVE,,,ON
***25240,20240501,29,PARK PROHIBITED TIME NO PERMIT,30,0049,NR,278 BROCK AVE,,,ON
***58897,20240501,29,PARK PROHIBITED TIME NO PERMIT,30,0049,NR,514 RUSHTON RD,,,ON
***77595,20240501,29,PARK PROHIBITED TIME NO PERMIT,30,0049,E/S,PARKSIDE DR,S/O,RIDOUT ST,ON
***52059,20240501,29,PARK PROHIBITED TIME NO PERMIT,30,0050,NR,75 DOWLING AVE,,,ON
***52295,20240501,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,0050,OPP,11 STRICKLAND AVE,,,ON
***68487,20240501,9,STOP-SIGNED HWY-PROHIBIT TM/DY,100,0051,N/S,SCARBORO CRES,W/O,KELSONIA AVE,ON
***52060,20240501,29,PARK PROHIBITED TIME NO PERMIT,30,0052,NR,75 DOWLING AVE,,,ON
***52296,20240501,29,PARK PROHIBITED TIME NO PERMIT,30,0052,NR,26 NOBLE ST,,,ON
***93998,20240501,29,PARK PROHIBITED TIME NO PERMIT,30,0052,NR,166 HASTINGS AVE,,,ON
***58898,20240501,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,0052,OPP,596 RUSHTON RD,,,ON
***81389,20240501,29,PARK PROHIBITED TIME NO PERMIT,30,0053,NR,39 BEAVER AVE,,,QC
***90186,20240501,337,PARK - ON BOULEVARD,50,0053,OPP,7 NORDIN AVE,,,ON
***77596,20240501,29,PARK PROHIBITED TIME NO PERMIT,30,0053,N/S,RIDOUT ST,W/O,INDIAN GRV,ON
***49000,20240501,29,PARK PROHIBITED TIME NO PERMIT,30,0054,NR,59 ROOSEVELT RD,,,ON
***85446,20240501,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,0054,OPP,428 SUMACH ST,,,ON
***90187,20240501,337,PARK - ON BOULEVARD,50,0054,OPP,7 NORDIN AVE,,,ON
***58899,20240501,29,PARK PROHIBITED TIME NO PERMIT,30,0054,OPP,428 ARLINGTON AVE,,,ON
***67189,20240501,29,PARK PROHIBITED TIME NO PERMIT,30,0054,NR,28 KINGSWOOD RD,,,ON
***84908,20240501,29,PARK PROHIBITED TIME NO PERMIT,30,0055,NR,799 WINDERMERE AVE,,,ON
***09777,20240501,29,PARK PROHIBITED TIME NO PERMIT,30,0055,NR,75 PORTLAND ST,,,ON
***25241,20240501,29,PARK PROHIBITED TIME NO PERMIT,30,0055,NR,15 PAULINE AVE,,,ON
***25242,20240501,29,PARK PROHIBITED TIME NO PERMIT,30,0055,NR,15 PAULINE AVE,,,QC
***58900,20240501,29,PARK PROHIBITED TIME NO PERMIT,30,0055,OPP,428 ARLINGTON AVE,,,ON
***67190,20240501,29,PARK PROHIBITED TIME NO PERMIT,30,0055,NR,28 KINGSWOOD RD,,,ON
***93999,20240501,29,PARK PROHIBITED TIME NO PERMIT,30,0056,NR,12 SAWDEN AVE,,,ON
***25243,20240501,29,PARK PROHIBITED TIME NO PERMIT,30,0056,NR,23 PAULINE AVE,,,QC
***77597,20240501,29,PARK PROHIBITED TIME NO PERMIT,30,0056,NR,29 INDIAN TRL,,,ON
***08145,20240501,3,PARK ON PRIVATE PROPERTY,75,0058,,1515 WILSON AVE,,,ON
***52297,20240501,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,0058,NR,1501 QUEEN ST W,,,ON
***84909,20240501,29,PARK PROHIBITED TIME NO PERMIT,30,0058,NR,765 WINDERMERE AVE,,,ON
***88022,20240501,29,PARK PROHIBITED TIME NO PERMIT,30,0058,NR,1 SEDAN AVE,,,ON
***09778,20240501,134,PARK-SIGNED HWY-PUBLIC LANE,40,0058,R/O,577 KING ST W,,,ON
***25244,20240501,29,PARK PROHIBITED TIME NO PERMIT,30,0058,NR,69 PAULINE AVE,,,ON
***60960,20240501,3,PARK ON PRIVATE PROPERTY,75,0059,,5 BIGGIN CT,,,ON
***17857,20240501,29,PARK PROHIBITED TIME NO PERMIT,30,0059,NR,22 O'HARA AVE,,,ON
***58901,20240501,29,PARK PROHIBITED TIME NO PERMIT,30,0059,NR,409 ARLINGTON AVE,,,ON
***58902,20240501,29,PARK PROHIBITED TIME NO PERMIT,30,0059,NR,405 ARLINGTON AVE,,,ON
***94000,20240501,29,PARK PROHIBITED TIME NO PERMIT,30,0100,NR,1 SAWDEN AVE,,,ON
***05480,20240501,355,PARK IN ACCESSIBLE NO PERMIT,450,0101,,20 GRAYDON HALL DR,,,ON
***09779,20240501,8,STAND VEH.-PROHIBIT TIME/DAY,100,0101,NR,75 PORTLAND ST,,,ON
***58903,20240501,29,PARK PROHIBITED TIME NO PERMIT,30,0101,NR,401 ARLINGTON AVE,,,ON
***58904,20240501,29,PARK PROHIBITED TIME NO PERMIT,30,0101,NR,401 ARLINGTON AVE,,,ON
***52061,20240501,29,PARK PROHIBITED TIME NO PERMIT,30,0102,NR,68 DOWLING AVE,,,ON
***52298,20240501,29,PARK PROHIBITED TIME NO PERMIT,30,0102,OPP,183 PEARSON AVE,,,ON
***85447,20240501,336,PARK-FAIL TO DISPLAY PERMIT,30,0102,NR,401 CARLTON ST,,,ON
***77598,20240501,29,PARK PROHIBITED TIME NO PERMIT,30,0102,OPP,3 HARCROFT RD,,,ON
***77390,20240501,3,PARK ON PRIVATE PROPERTY,75,0103,,20 GAYDON HALL DR,,,ON
***77607,20240501,3,PARK ON PRIVATE PROPERTY,75,0103,,2055 ELLESMERE RD,,,ON
***52299,20240501,29,PARK PROHIBITED TIME NO PERMIT,30,0103,NR,174 PEARSON AVE,,,ON
***31051,20240501,29,PARK PROHIBITED TIME NO PERMIT,30,0103,NR,27 LAPPIN AVE,,,ON
***58905,20240501,29,PARK PROHIBITED TIME NO PERMIT,30,0103,NR,350 ARLINGTON AVE,,,ON
***67191,20240501,29,PARK PROHIBITED TIME NO PERMIT,30,0103,NR,152 NEVILLE PARK BLVD,,,ON
***17858,20240501,29,PARK PROHIBITED TIME NO PERMIT,30,0104,NR,200 JAMESON AVE,,,ON
***77391,20240501,3,PARK ON PRIVATE PROPERTY,75,0105,,20 GRAYDON HALL DR,,,ON
***17859,20240501,29,PARK PROHIBITED TIME NO PERMIT,30,0105,NR,209 JAMESON AVE,,,ON
***17860,20240501,29,PARK PROHIBITED TIME NO PERMIT,30,0105,NR,209 JAMESON AVE,,,ON
***31052,20240501,29,PARK PROHIBITED TIME NO PERMIT,30,0105,NR,83 LAPPIN AVE,,,ON
***93888,20240501,3,PARK ON PRIVATE PROPERTY,75,0106,,4400 JANE STREET,,,ON
***32101,20240501,3,PARK ON PRIVATE PROPERTY,75,0106,AT,140 CHARLES ST W,,,NY
***33725,20240501,29,PARK PROHIBITED TIME NO PERMIT,30,0106,NR,28 THORNTON AVE,,,ON
***90188,20240501,29,PARK PROHIBITED TIME NO PERMIT,30,0106,NR,279 PARK LAWN RD,,,ON
***17861,20240501,29,PARK PROHIBITED TIME NO PERMIT,30,0106,NR,209 JAMESON AVE,,,ON
***77599,20240501,29,PARK PROHIBITED TIME NO PERMIT,30,0106,NR,11 PALISADES,,,AB
***08147,20240501,3,PARK ON PRIVATE PROPERTY,75,0107,,1505 WILSON AVE,,,ON
***77392,20240501,3,PARK ON PRIVATE PROPERTY,75,0107,,20 GRAYDON HALL DR,,,ON
***77608,20240501,3,PARK ON PRIVATE PROPERTY,75,0107,,2055 ELLESMERE RD,,,ON
***84910,20240501,336,PARK-FAIL TO DISPLAY PERMIT,30,0107,S/S,GRASSMERE RD,E/O,WINDERMERE AVE,ON
***77600,20240501,29,PARK PROHIBITED TIME NO PERMIT,30,0107,OPP,21 PALISADES,,,ON
***33726,20240501,29,PARK PROHIBITED TIME NO PERMIT,30,0108,NR,22 THORNTON AVE,,,ON
***17862,20240501,29,PARK PROHIBITED TIME NO PERMIT,30,0108,NR,177 JAMESON AVE,,,ON
***31053,20240501,29,PARK PROHIBITED TIME NO PERMIT,30,0108,NR,159 LAPPIN AVE,,,ON
***31054,20240501,29,PARK PROHIBITED TIME NO PERMIT,30,0108,NR,159 LAPPIN AVE,,,ON
***95424,20240501,3,PARK ON PRIVATE PROPERTY,75,0109,,2 ARMEL CRT,,,ON
***33727,20240501,29,PARK PROHIBITED TIME NO PERMIT,30,0109,NR,10 THORNTON AVE,,,ON
***52300,20240501,29,PARK PROHIBITED TIME NO PERMIT,30,0109,NR,86 FULLER AVE,,,ON
***85448,20240501,29,PARK PROHIBITED TIME NO PERMIT,30,0109,NR,41 GIFFORD ST,,,ON
***17863,20240501,29,PARK PROHIBITED TIME NO PERMIT,30,0109,NR,177 JAMESON AVE,,,ON
***96276,20240501,3,PARK ON PRIVATE PROPERTY,75,0110,,4700 KEELE ST,,,ON
***80410,20240501,3,PARK ON PRIVATE PROPERTY,75,0110,AT,235 SHERWAY GARDENS RD,,,ON
***84911,20240501,29,PARK PROHIBITED TIME NO PERMIT,30,0110,OPP,17 GRASSMERE RD,,,AB
***94001,20240501,15,PARK-WITHIN 3M OF FIRE HYDRANT,100,0110,NR,50 RICHARD AVE,,,ON
***09780,20240501,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,0110,OPP,18 PORTLAND ST,,,ON
***17864,20240501,29,PARK PROHIBITED TIME NO PERMIT,30,0110,NR,157 JAMESON AVE,,,ON
***31055,20240501,29,PARK PROHIBITED TIME NO PERMIT,30,0110,NR,166 LAPPIN AVE,,,ON
***67192,20240501,29,PARK PROHIBITED TIME NO PERMIT,30,0110,NR,54 MUNRO PARK AVE,,,ON
