tag_number_masked,date_of_infraction,infraction_code,infraction_description,set_fine_amount,time_of_infraction,location1,location2,location3,location4,province
***82171,20240401,8,STAND VEH.-PROHIBIT TIME/DAY,100,0013,NR,75 PORTLAND ST,,,ON
***98431,20240401,29,PARK PROHIBITED TIME NO PERMIT,30,0014,NR,330 HOPEWELL AVE,,,ON
***11900,20240401,29,PARK PROHIBITED TIME NO PERMIT,30,0014,NR,21 MYRTLE AVE,,,ON
***88527,20240401,29,PARK PROHIBITED TIME NO PERMIT,30,0014,NR,717 ST CLARENS AVE,,,ON
***90917,20240401,29,PARK PROHIBITED TIME NO PERMIT,30,0015,OPP,57 MC CAUL ST,,,ON
***82172,20240401,8,STAND VEH.-PROHIBIT TIME/DAY,100,0015,NR,75 PORTLAND ST,,,ON
***82173,20240401,29,PARK PROHIBITED TIME NO PERMIT,30,0016,NR,75 PORTLAND ST,,,ON
***87570,20240401,30,STOP-(ON/OVER) (SIDEWK/FTPATH),150,0016,NR,37 BUCKLAND RD,,,ON
***88230,20240401,29,PARK PROHIBITED TIME NO PERMIT,30,0016,NR,115 GRANBY ST,,,ON
***88528,20240401,29,PARK PROHIBITED TIME NO PERMIT,30,0016,NR,739 ST CLARENS AVE,,,ON
***62527,20240401,3,PARK ON PRIVATE PROPERTY,75,0017,AT,55 SMOOTH ROSE CRT,,,ON
***52802,20240401,29,PARK PROHIBITED TIME NO PERMIT,30,0017,NR,253 GLEBEHOLME BLVD,,,ON
***82174,20240401,29,PARK PROHIBITED TIME NO PERMIT,30,0017,NR,75 PORTLAND ST,,,QC
***88529,20240401,29,PARK PROHIBITED TIME NO PERMIT,30,0017,NR,745 ST CLARENS AVE,,,QC
***62528,20240401,3,PARK ON PRIVATE PROPERTY,75,0018,AT,55 SMOOTH ROSE CRT,,,ON
***82175,20240401,29,PARK PROHIBITED TIME NO PERMIT,30,0018,NR,67 PORTLAND ST,,,ON
***93096,20240401,336,PARK-FAIL TO DISPLAY PERMIT,30,0018,NR,253 MELROSE AVE,,,ON
***04366,20240401,29,PARK PROHIBITED TIME NO PERMIT,30,0018,NR,117 CLOVELLY AVE,,,ON
***71160,20240401,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,0018,S/S,BRENTDALE DR,W/O,LAWTON BLVD,ON
***62529,20240401,3,PARK ON PRIVATE PROPERTY,75,0019,AT,55 SMOOTH ROSE CRT,,,ON
***88386,20240401,3,PARK ON PRIVATE PROPERTY,75,0019,AT,3000 VICTORIA PARK AVE,,,ON
***88387,20240401,3,PARK ON PRIVATE PROPERTY,75,0019,AT,3000 VICTORIA PARK AVE,,,ON
***09830,20240401,336,PARK-FAIL TO DISPLAY PERMIT,30,0019,NR,121 SUNNYSIDE AVE,,,ON
***82176,20240401,29,PARK PROHIBITED TIME NO PERMIT,30,0020,NR,67 PORTLAND ST,,,ON
***11901,20240401,29,PARK PROHIBITED TIME NO PERMIT,30,0020,NR,435 LESLIE ST,,,QC
***09831,20240401,29,PARK PROHIBITED TIME NO PERMIT,30,0020,S/S,PARKDALE RD,W/O,SUNNYSIDE AVE,ON
***87898,20240401,29,PARK PROHIBITED TIME NO PERMIT,30,0021,NR,126 HALLAM ST,,,ON
***88388,20240401,3,PARK ON PRIVATE PROPERTY,75,0021,AT,3000 VICTORIA PARK AVE,,,ON
***11902,20240401,15,PARK-WITHIN 3M OF FIRE HYDRANT,100,0021,NR,435 LESLIE ST,,,ON
***65599,20240401,29,PARK PROHIBITED TIME NO PERMIT,30,0021,OPP,120 GILBERT AVE,,,ON
***71161,20240401,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,0021,NR,23 LASCELLES BLVD,,,ON
***74875,20240401,29,PARK PROHIBITED TIME NO PERMIT,30,0021,S/S,CASCI AVE,E/O,COXWELL AVE,ON
***09832,20240401,29,PARK PROHIBITED TIME NO PERMIT,30,0021,S/S,PARKDALE RD,W/O,SUNNYSIDE AVE,ON
***90918,20240401,29,PARK PROHIBITED TIME NO PERMIT,30,0022,OPP,95 MC CAUL ST,,,ON
***82177,20240401,29,PARK PROHIBITED TIME NO PERMIT,30,0022,NR,20 STEWART ST,,,ON
***88389,20240401,3,PARK ON PRIVATE PROPERTY,75,0022,AT,3000 VICTORIA PARK AVE,,,ON
***04367,20240401,29,PARK PROHIBITED TIME NO PERMIT,30,0022,NR,83 CLOVELLY AVE,,,ON
***74876,20240401,29,PARK PROHIBITED TIME NO PERMIT,30,0022,S/S,CASCI AVE,E/O,COXWELL AVE,ON
***88530,20240401,29,PARK PROHIBITED TIME NO PERMIT,30,0022,NR,69 WARD ST,,,ON
***21444,20240401,3,PARK ON PRIVATE PROPERTY,75,0023,,91 SPENCER AVE,,,ON
***52803,20240401,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,0023,OPP,36 DEWHURST BLVD,,,ON
***88390,20240401,3,PARK ON PRIVATE PROPERTY,75,0023,AT,3000 VICTORIA PARK AVE,,,ON
***88391,20240401,3,PARK ON PRIVATE PROPERTY,75,0023,AT,3000 VICTORIA PARK AVE,,,ON
***65600,20240401,29,PARK PROHIBITED TIME NO PERMIT,30,0023,NR,105 GILBERT AVE,,,ON
***09833,20240401,29,PARK PROHIBITED TIME NO PERMIT,30,0023,E/S,GLENDALE AVE,S/O,PARKDALE RD,ON
***90919,20240401,29,PARK PROHIBITED TIME NO PERMIT,30,0024,NR,95 MC CAUL ST,,,ON
***82178,20240401,29,PARK PROHIBITED TIME NO PERMIT,30,0024,NR,20 STEWART ST,,,ON
***09834,20240401,29,PARK PROHIBITED TIME NO PERMIT,30,0024,E/S,GLENDALE AVE,S/O,PARKDALE RD,ON
***09835,20240401,29,PARK PROHIBITED TIME NO PERMIT,30,0024,E/S,GLENDALE AVE,S/O,PARKDALE RD,ON
***21445,20240401,3,PARK ON PRIVATE PROPERTY,75,0025,,91 SPENCER AVE,,,ON
***82179,20240401,29,PARK PROHIBITED TIME NO PERMIT,30,0025,NR,38 STEWART ST,,,ON
***88531,20240401,29,PARK PROHIBITED TIME NO PERMIT,30,0025,NR,7 WARD ST,,,AB
***09836,20240401,29,PARK PROHIBITED TIME NO PERMIT,30,0025,E/S,GLENDALE AVE,S/O,PARKDALE RD,ON
***82180,20240401,29,PARK PROHIBITED TIME NO PERMIT,30,0026,NR,38 STEWART ST,,,ON
***87571,20240401,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,0026,OPP,18 JODY AVE,,,CA
***09837,20240401,29,PARK PROHIBITED TIME NO PERMIT,30,0026,E/S,GLENDALE AVE,S/O,PARKDALE RD,ON
***70745,20240401,29,PARK PROHIBITED TIME NO PERMIT,30,0027,W/S,GILMOUR AVE,N/O,ST JOHN'S RD,ON
***71162,20240401,29,PARK PROHIBITED TIME NO PERMIT,30,0027,S/S,FROBISHER AVE,E/O,ORIOLE PKWY,ON
***88532,20240401,29,PARK PROHIBITED TIME NO PERMIT,30,0027,NR,205 WALLACE AVE,,,NB
***09838,20240401,29,PARK PROHIBITED TIME NO PERMIT,30,0027,E/S,GLENDALE AVE,S/O,PARKDALE RD,ON
***74877,20240401,29,PARK PROHIBITED TIME NO PERMIT,30,0028,N/S,GAINSBOROUGH RD,E/O,WEMBLEY DR,ON
***70746,20240401,29,PARK PROHIBITED TIME NO PERMIT,30,0029,NR,236 GILMOUR AVE,,,ON
***90920,20240401,29,PARK PROHIBITED TIME NO PERMIT,30,0030,NR,153 MC CAUL ST,,,ON
***82181,20240401,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,0030,NR,39 NIAGARA ST,,,ON
***87572,20240401,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,0030,OPP,109 PARROTTA DR,,,ON
***70747,20240401,29,PARK PROHIBITED TIME NO PERMIT,30,0030,NR,31 VERNON ST,,,ON
***88513,20240401,337,PARK - ON BOULEVARD,50,0030,NR,16 BECKENHAM CRT,,,ON
***09839,20240401,336,PARK-FAIL TO DISPLAY PERMIT,30,0030,NR,100 MERRICK ST,,,ON
***82182,20240401,29,PARK PROHIBITED TIME NO PERMIT,30,0031,NR,39 NIAGARA ST,,,ON
***70574,20240401,29,PARK PROHIBITED TIME NO PERMIT,30,0031,NR,285 PARK LAWN RD,,,ON
***11903,20240401,29,PARK PROHIBITED TIME NO PERMIT,30,0032,NR,2 IVY AVE,,,ON
***65601,20240401,9,STOP-SIGNED HWY-PROHIBIT TM/DY,100,0032,NR,1095 ST CLAIR AVE W,,,ON
***70748,20240401,336,PARK-FAIL TO DISPLAY PERMIT,30,0032,NR,55 VERNON ST,,,ON
***90921,20240401,29,PARK PROHIBITED TIME NO PERMIT,30,0033,OPP,153 MC CAUL ST,,,ON
***19156,20240401,29,PARK PROHIBITED TIME NO PERMIT,30,0033,NR,2 IVY AVE,,,ON
***65602,20240401,9,STOP-SIGNED HWY-PROHIBIT TM/DY,100,0033,NR,1095 ST CLAIR AVE W,,,ON
***09840,20240401,29,PARK PROHIBITED TIME NO PERMIT,30,0033,OPP,77 INDIAN RD,,,ON
***18844,20240401,3,PARK ON PRIVATE PROPERTY,75,0034,AT,75 EAST LIBERTY ST,,,ON
***71265,20240401,3,PARK ON PRIVATE PROPERTY,75,0034,AT,55 ERSKINE AVE,,,ON
***09841,20240401,29,PARK PROHIBITED TIME NO PERMIT,30,0034,OPP,81 INDIAN RD,,,ON
***82183,20240401,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,0035,OPP,18 PORTLAND ST,,,ON
***19157,20240401,29,PARK PROHIBITED TIME NO PERMIT,30,0035,NR,10 IVY AVE,,,ON
***70575,20240401,29,PARK PROHIBITED TIME NO PERMIT,30,0035,OPP,8 KINSDALE BLVD,,,ON
***70749,20240401,29,PARK PROHIBITED TIME NO PERMIT,30,0035,NR,222 GILMOUR AVE,,,ON
***87899,20240401,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,0036,NR,221 WESTMORELAND AVE,,,ON
***75938,20240401,29,PARK PROHIBITED TIME NO PERMIT,30,0036,OPP,92 MCGILL ST,,,ON
***09842,20240401,29,PARK PROHIBITED TIME NO PERMIT,30,0036,NR,134 INDIAN RD,,,NB
***88533,20240401,29,PARK PROHIBITED TIME NO PERMIT,30,0037,OPP,80 WALLACE AVE,,,ON
***81741,20240401,29,PARK PROHIBITED TIME NO PERMIT,30,0038,NR,415 JONES AVE,,,ON
***70750,20240401,16,PARK-WITHIN 9M INTERSECT ROAD,50,0039,N/S,MAHER AVE,E/O,GILMOUR AVE,ON
***74878,20240401,29,PARK PROHIBITED TIME NO PERMIT,30,0039,NR,110 HOLLYWOOD CRES,,,ON
***88534,20240401,29,PARK PROHIBITED TIME NO PERMIT,30,0039,OPP,88 WALLACE AVE,,,ON
***09843,20240401,29,PARK PROHIBITED TIME NO PERMIT,30,0039,NR,133 GLENDALE AVE,,,ON
***90922,20240401,29,PARK PROHIBITED TIME NO PERMIT,30,0040,NR,226 MC CAUL ST,,,ON
***70576,20240401,29,PARK PROHIBITED TIME NO PERMIT,30,0040,NR,3 NEWHOLM RD,,,ON
***09844,20240401,29,PARK PROHIBITED TIME NO PERMIT,30,0040,NR,133 GLENDALE AVE,,,NS
***18845,20240401,29,PARK PROHIBITED TIME NO PERMIT,30,0041,OPP,100 WESTERN BATTERY RD,,,ON
***70577,20240401,29,PARK PROHIBITED TIME NO PERMIT,30,0041,NR,2 NEWHOLM RD,,,ON
***88535,20240401,29,PARK PROHIBITED TIME NO PERMIT,30,0041,NR,106 WALLACE AVE,,,ON
***74879,20240401,29,PARK PROHIBITED TIME NO PERMIT,30,0042,NR,77 HOLLYWOOD CRES,,,ON
***18846,20240401,29,PARK PROHIBITED TIME NO PERMIT,30,0043,OPP,22 WESTERN BATTERY RD,,,ON
***70578,20240401,29,PARK PROHIBITED TIME NO PERMIT,30,0043,NR,3 NEWHOLM RD,,,ON
***09845,20240401,29,PARK PROHIBITED TIME NO PERMIT,30,0043,NR,227 PEARSON AVE,,,ON
***18847,20240401,8,STAND VEH.-PROHIBIT TIME/DAY,100,0044,NR,19 WESTERN BATTERY RD,,,ON
***65603,20240401,29,PARK PROHIBITED TIME NO PERMIT,30,0044,NR,21 TICHESTER RD,,,ON
***70751,20240401,29,PARK PROHIBITED TIME NO PERMIT,30,0044,NR,106 GILMOUR AVE,,,ON
***75939,20240401,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,0044,W/S,CHURCH ST,S/O,ALEXANDER ST,ON
***19158,20240401,29,PARK PROHIBITED TIME NO PERMIT,30,0045,NR,25 SANDFORD AVE,,,ON
***88536,20240401,29,PARK PROHIBITED TIME NO PERMIT,30,0045,NR,589 ST CLARENS AVE,,,ON
***82184,20240401,415,PARK COMMERC LOAD ZONE NOT LDG,40,0046,NR,545 KING ST W,,,ON
***71266,20240401,3,PARK ON PRIVATE PROPERTY,75,0046,AT,305 ROEHAMPTON AVE,,,ON
***75940,20240401,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,0046,OPP,449 CHURCH ST,,,ON
***09846,20240401,336,PARK-FAIL TO DISPLAY PERMIT,30,0046,NR,183 PEARSON AVE,,,ON
***87900,20240401,29,PARK PROHIBITED TIME NO PERMIT,30,0047,NR,77 SALEM AVE,,,ON
***19159,20240401,29,PARK PROHIBITED TIME NO PERMIT,30,0047,NR,25 SANDFORD AVE,,,ON
***78237,20240401,29,PARK PROHIBITED TIME NO PERMIT,30,0047,NR,140 BERRY RD,,,ON
***78238,20240401,29,PARK PROHIBITED TIME NO PERMIT,30,0047,NR,140 BERRY RD,,,ON
***04368,20240401,29,PARK PROHIBITED TIME NO PERMIT,30,0048,NR,87 LANARK AVE,,,ON
***70752,20240401,336,PARK-FAIL TO DISPLAY PERMIT,30,0048,W/S,GILMOUR AVE,N/O,ANNETTE ST,IL
***81742,20240401,29,PARK PROHIBITED TIME NO PERMIT,30,0048,NR,517 JONES AVE,,,ON
***92287,20240401,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,0049,N/S,LING RD,E/O,MORNINGSIDE AVE,ON
***74880,20240401,29,PARK PROHIBITED TIME NO PERMIT,30,0049,OPP,135 WILDWOOD CRES,,,ON
***88537,20240401,29,PARK PROHIBITED TIME NO PERMIT,30,0049,NR,589 ST CLARENS AVE,,,ON
***87901,20240401,29,PARK PROHIBITED TIME NO PERMIT,30,0050,NR,89 SHANLY ST,,,ON
***75941,20240401,29,PARK PROHIBITED TIME NO PERMIT,30,0050,OPP,40 ALEXANDER ST,,,ON
***09847,20240401,29,PARK PROHIBITED TIME NO PERMIT,30,0050,NR,98 FULLER AVE,,,ON
***87573,20240401,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,0051,NR,72 WILLIAM DUNCAN RD,,,ON
***04369,20240401,29,PARK PROHIBITED TIME NO PERMIT,30,0051,NR,679 VAUGHAN RD,,,ON
***78239,20240401,29,PARK PROHIBITED TIME NO PERMIT,30,0051,NR,135 STEPHEN DR,,,ON
***78240,20240401,29,PARK PROHIBITED TIME NO PERMIT,30,0051,NR,135 STEPHEN DR,,,ON
***09848,20240401,29,PARK PROHIBITED TIME NO PERMIT,30,0051,NR,52 FULLER AVE,,,ON
***04370,20240401,29,PARK PROHIBITED TIME NO PERMIT,30,0052,NR,679 VAUGHAN RD,,,ON
***18783,20240401,30,STOP-(ON/OVER) (SIDEWK/FTPATH),150,0052,NR,44 AVENING DR,,,ON
***75942,20240401,29,PARK PROHIBITED TIME NO PERMIT,30,0052,OPP,40 ALEXANDER ST,,,QC
***78241,20240401,29,PARK PROHIBITED TIME NO PERMIT,30,0052,NR,135 STEPHEN DR,,,ON
***81743,20240401,29,PARK PROHIBITED TIME NO PERMIT,30,0052,NR,517 RAVINA CRES,,,ON
***88538,20240401,29,PARK PROHIBITED TIME NO PERMIT,30,0052,NR,631 ST CLARENS AVE,,,ON
***75943,20240401,29,PARK PROHIBITED TIME NO PERMIT,30,0053,OPP,40 ALEXANDER ST,,,ON
***09849,20240401,29,PARK PROHIBITED TIME NO PERMIT,30,0053,NR,44 FULLER AVE,,,ON
***87574,20240401,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,0054,NR,58 WILLIAM DUNCAN RD,,,ON
***74881,20240401,49,FAIL TO PARK/STOP PARALL. RGHT,30,0054,NR,165 WILDWOOD CRES,,,ON
***09850,20240401,9,STOP-SIGNED HWY-PROHIBIT TM/DY,100,0054,NR,5 FULLER AVE,,,ON
***82185,20240401,415,PARK COMMERC LOAD ZONE NOT LDG,40,0055,NR,478 KING ST W,,,ON
***90923,20240401,29,PARK PROHIBITED TIME NO PERMIT,30,0056,OPP,193 BEVERLEY ST,,,ON
***82186,20240401,415,PARK COMMERC LOAD ZONE NOT LDG,40,0056,NR,500 KING ST W,,,ON
***70753,20240401,29,PARK PROHIBITED TIME NO PERMIT,30,0056,OPP,89 FAIRVIEW AVE,,,ON
***04371,20240401,29,PARK PROHIBITED TIME NO PERMIT,30,0057,NR,729 VAUGHAN RD,,,ON
***78242,20240401,29,PARK PROHIBITED TIME NO PERMIT,30,0057,NR,143 STEPHEN DR,,,ON
***81744,20240401,29,PARK PROHIBITED TIME NO PERMIT,30,0057,NR,93 EARL GREY RD,,,QC
***09851,20240401,29,PARK PROHIBITED TIME NO PERMIT,30,0057,NR,36 SORAUREN AVE,,,NS
***90924,20240401,29,PARK PROHIBITED TIME NO PERMIT,30,0058,NR,198 BEVERLEY ST,,,ON
***87902,20240401,29,PARK PROHIBITED TIME NO PERMIT,30,0058,NR,486 GLADSTONE AVE,,,ON
***04372,20240401,29,PARK PROHIBITED TIME NO PERMIT,30,0058,NR,729 VAUGHAN RD,,,ON
***65531,20240401,336,PARK-FAIL TO DISPLAY PERMIT,30,0058,NR,40 LAMBTON AVE,,,ON
***70754,20240401,29,PARK PROHIBITED TIME NO PERMIT,30,0058,NR,77 FAIRVIEW AVE,,,ON
***78243,20240401,29,PARK PROHIBITED TIME NO PERMIT,30,0058,NR,143 STEPHEN DR,,,ON
***72718,20240401,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,0059,NR,12 ARNOLD ST,,,ON
***18848,20240401,29,PARK PROHIBITED TIME NO PERMIT,30,0059,NR,39 ROBINSON ST,,,ON
***88539,20240401,29,PARK PROHIBITED TIME NO PERMIT,30,0059,NR,86 LINDSEY AVE,,,ON
***09463,20240401,3,PARK ON PRIVATE PROPERTY,75,0100,,69 LYNN WILLIAM ST,,,ON
***90925,20240401,29,PARK PROHIBITED TIME NO PERMIT,30,0100,NR,202 BEVERLEY ST,,,ON
***87903,20240401,29,PARK PROHIBITED TIME NO PERMIT,30,0101,NR,462 GLADSTONE AVE,,,OH
***04373,20240401,29,PARK PROHIBITED TIME NO PERMIT,30,0101,NR,800 VAUGHAN RD,,,ON
***18849,20240401,29,PARK PROHIBITED TIME NO PERMIT,30,0101,NR,39 ROBINSON ST,,,ON
***19160,20240401,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,0101,NR,80 IVY AVE,,,ON
***70755,20240401,29,PARK PROHIBITED TIME NO PERMIT,30,0101,E/S,FAIRVIEW AVE,S/O,WOODSIDE AVE,ON
***74882,20240401,336,PARK-FAIL TO DISPLAY PERMIT,30,0101,NR,37 DARRELL AVE,,,ON
***78244,20240401,29,PARK PROHIBITED TIME NO PERMIT,30,0101,NR,10 RIVERWOOD PKWY,,,ON
***88540,20240401,29,PARK PROHIBITED TIME NO PERMIT,30,0101,NR,108 LINDSEY AVE,,,ON
***09852,20240401,29,PARK PROHIBITED TIME NO PERMIT,30,0101,NR,250 SORAUREN AVE,,,ON
***13976,20240401,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,0102,NR,52 ST DUNSTAN DR,,,ON
***72719,20240401,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,0102,NR,12 ARNOLD ST,,,ON
***92288,20240401,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,0102,N/S,LING RD,E/O,MORNINGSIDE AVE,AB
***18850,20240401,29,PARK PROHIBITED TIME NO PERMIT,30,0103,NR,83 ROBINSON ST,,,ON
***81745,20240401,29,PARK PROHIBITED TIME NO PERMIT,30,0103,N/S,BAIRD AVE,E/O,JONES AVE,ON
***70487,20240401,29,PARK PROHIBITED TIME NO PERMIT,30,0104,OPP,54 BUSHEY AVE,,,ON
***74883,20240401,29,PARK PROHIBITED TIME NO PERMIT,30,0104,NR,11 DARRELL AVE,,,ON
***88541,20240401,29,PARK PROHIBITED TIME NO PERMIT,30,0104,NR,221 SHERIDAN AVE,,,ON
***09853,20240401,29,PARK PROHIBITED TIME NO PERMIT,30,0104,NR,444 SORAUREN AVE,,,ON
***09465,20240401,3,PARK ON PRIVATE PROPERTY,75,0105,,69 LYNN WILLIAMS ST,,,ON
***87904,20240401,29,PARK PROHIBITED TIME NO PERMIT,30,0105,NR,245 HAVELOCK ST,,,ON
***04374,20240401,29,PARK PROHIBITED TIME NO PERMIT,30,0105,NR,612 LAUDER AVE,,,ON
***19161,20240401,29,PARK PROHIBITED TIME NO PERMIT,30,0105,NR,130 IVY AVE,,,ON
***70488,20240401,29,PARK PROHIBITED TIME NO PERMIT,30,0105,NR,23 BUSHEY AVE,,,ON
***88542,20240401,29,PARK PROHIBITED TIME NO PERMIT,30,0105,NR,221 SHERIDAN AVE,,,ON
***60976,20240401,3,PARK ON PRIVATE PROPERTY,75,0106,,30 MEADOWGLEN PL,,,ON
***82187,20240401,15,PARK-WITHIN 3M OF FIRE HYDRANT,100,0106,NR,524 QUEEN ST W,,,ON
***74884,20240401,29,PARK PROHIBITED TIME NO PERMIT,30,0106,NR,24 DARRELL AVE,,,ON
***75944,20240401,29,PARK PROHIBITED TIME NO PERMIT,30,0106,NR,305 MUTUAL ST,,,ON
***78245,20240401,29,PARK PROHIBITED TIME NO PERMIT,30,0106,NR,18 CROWN HILL PL,,,ON
***04375,20240401,29,PARK PROHIBITED TIME NO PERMIT,30,0107,NR,599 LAUDER AVE,,,ON
***78246,20240401,29,PARK PROHIBITED TIME NO PERMIT,30,0107,NR,18 CROWN HILL PL,,,ON
***78247,20240401,29,PARK PROHIBITED TIME NO PERMIT,30,0107,NR,18 CROWN HILL PL,,,ON
***82188,20240401,29,PARK PROHIBITED TIME NO PERMIT,30,0108,NR,29 RYERSON AVE,,,ON
