tag_number_masked,date_of_infraction,infraction_code,infraction_description,set_fine_amount,time_of_infraction,location1,location2,location3,location4,province
***15227,20240601,3,PARK ON PRIVATE PROPERTY,75,0030,,2788 EGLINTON AVE E,,,ON
***26056,20240601,3,PARK ON PRIVATE PROPERTY,75,0030,,44 WILLOWRIDGE RD,,,ON
***26059,20240601,3,PARK ON PRIVATE PROPERTY,75,0030,,44 WILLOWRIDGE RD,,,ON
***44828,20240601,3,PARK ON PRIVATE PROPERTY,75,0030,,111 RAGLAN AVE,,,ON
***53282,20240601,3,PARK ON PRIVATE PROPERTY,75,0030,,44 WILLOWRIDGE RD,,,ON
***09132,20240601,257,PARK CONTRARY POSTED CONDITION,100,0030,AT,1675 LAKE SHORE BLVD E,,,ON
***12696,20240601,250,PARK IN PARK NOT IN DESIG AREA,100,0030,AT,2225 LAKE SHORE BLVD W,,,ON
***36991,20240601,29,PARK PROHIBITED TIME NO PERMIT,30,0030,NR,67 CLINTON ST,,,ON
***26061,20240601,3,PARK ON PRIVATE PROPERTY,75,0031,,44 WILLOWRIDGE RD,,,ON
***98202,20240601,363,PARK ONSTRT ACCESSIBLE NO PRMT,450,0031,NR,52 STEWART ST,,,ON
***69160,20240601,29,PARK PROHIBITED TIME NO PERMIT,30,0031,NR,30 MARYLAND BLVD,,,ON
***08033,20240601,29,PARK PROHIBITED TIME NO PERMIT,30,0031,NR,206 FAIRVIEW AVE,,,QC
***09133,20240601,257,PARK CONTRARY POSTED CONDITION,100,0031,AT,1675 LAKE SHORE BLVD E,,,ON
***47653,20240601,29,PARK PROHIBITED TIME NO PERMIT,30,0031,OPP,258 HARVIE AVE,,,AB
***12697,20240601,250,PARK IN PARK NOT IN DESIG AREA,100,0031,AT,2225 LAKE SHORE BLVD W,,,ON
***12698,20240601,250,PARK IN PARK NOT IN DESIG AREA,100,0031,AT,2225 LAKE SHORE BLVD W,,,ON
***36992,20240601,29,PARK PROHIBITED TIME NO PERMIT,30,0031,NR,61 CLINTON ST,,,ON
***36993,20240601,29,PARK PROHIBITED TIME NO PERMIT,30,0031,NR,61 CLINTON ST,,,ON
***98203,20240601,363,PARK ONSTRT ACCESSIBLE NO PRMT,450,0032,NR,52 STEWART ST,,,ON
***09134,20240601,257,PARK CONTRARY POSTED CONDITION,100,0032,AT,1675 LAKE SHORE BLVD E,,,ON
***36994,20240601,29,PARK PROHIBITED TIME NO PERMIT,30,0032,NR,59 CLINTON ST,,,ON
***15228,20240601,3,PARK ON PRIVATE PROPERTY,75,0033,,2788 EGLINTON AVE E,,,ON
***41403,20240601,3,PARK ON PRIVATE PROPERTY,75,0033,,20 GRAYDON HALL DR,,,ON
***53283,20240601,3,PARK ON PRIVATE PROPERTY,75,0033,,44 WILLOWRIDGE RD,,,ON
***08034,20240601,29,PARK PROHIBITED TIME NO PERMIT,30,0033,NR,206 FAIRVIEW AVE,,,ON
***09135,20240601,257,PARK CONTRARY POSTED CONDITION,100,0033,AT,1675 LAKE SHORE BLVD E,,,ON
***12699,20240601,250,PARK IN PARK NOT IN DESIG AREA,100,0033,AT,2225 LAKE SHORE BLVD W,,,ON
***12700,20240601,250,PARK IN PARK NOT IN DESIG AREA,100,0033,AT,2225 LAKE SHORE BLVD W,,,ON
***12701,20240601,250,PARK IN PARK NOT IN DESIG AREA,100,0034,AT,2225 LAKE SHORE BLVD W,,,ON
***22030,20240601,192,STAND SIGNED TRANSIT STOP,150,0034,NR,347 A OAKWOOD AVE,,,AZ
***30831,20240601,29,PARK PROHIBITED TIME NO PERMIT,30,0034,NR,144 SPRINGHURST AVE,,,ON
***36995,20240601,29,PARK PROHIBITED TIME NO PERMIT,30,0034,NR,91 CLINTON ST,,,ON
***68163,20240601,29,PARK PROHIBITED TIME NO PERMIT,30,0034,NR,145 SHAW ST,,,ON
***53284,20240601,3,PARK ON PRIVATE PROPERTY,75,0035,,44 WILLOWRIDGE RD,,,ON
***69161,20240601,29,PARK PROHIBITED TIME NO PERMIT,30,0035,NR,56 DENTONIA PARK AVE,,,ON
***47923,20240601,29,PARK PROHIBITED TIME NO PERMIT,30,0035,NR,61 RUTHERFORD AVE,,,ON
***09136,20240601,257,PARK CONTRARY POSTED CONDITION,100,0035,AT,1675 LAKE SHORE BLVD E,,,ON
***47654,20240601,29,PARK PROHIBITED TIME NO PERMIT,30,0035,NR,204 HARVIE AVE,,,ON
***56958,20240601,367,STND ONSTRT ACCESSIBLE NO PRMT,450,0035,NR,40 ORCHARD VIEW BLVD,,,ON
***12702,20240601,250,PARK IN PARK NOT IN DESIG AREA,100,0035,AT,2225 LAKE SHORE BLVD W,,,ON
***36996,20240601,29,PARK PROHIBITED TIME NO PERMIT,30,0035,NR,91 CLINTON ST,,,ON
***68164,20240601,29,PARK PROHIBITED TIME NO PERMIT,30,0035,NR,145 SHAW ST,,,ON
***26060,20240601,3,PARK ON PRIVATE PROPERTY,75,0036,,44 WILLOWRIDGE RD,,,ON
***26062,20240601,3,PARK ON PRIVATE PROPERTY,75,0036,,44 WILLOWRIDGE RD,,,ON
***53285,20240601,3,PARK ON PRIVATE PROPERTY,75,0036,,44 WILLOWRIDGE RD,,,ON
***73428,20240601,3,PARK ON PRIVATE PROPERTY,75,0036,AT,17 BATHURST ST,,,ON
***12703,20240601,250,PARK IN PARK NOT IN DESIG AREA,100,0036,AT,2225 LAKE SHORE BLVD W,,,ON
***30832,20240601,29,PARK PROHIBITED TIME NO PERMIT,30,0036,NR,140 SPRINGHURST AVE,,,ON
***36997,20240601,29,PARK PROHIBITED TIME NO PERMIT,30,0036,NR,91 CLINTON ST,,,ON
***68165,20240601,29,PARK PROHIBITED TIME NO PERMIT,30,0036,NR,127 SHAW ST,,,ON
***69162,20240601,29,PARK PROHIBITED TIME NO PERMIT,30,0037,NR,60 DENTONIA PARK AVE,,,ON
***47924,20240601,29,PARK PROHIBITED TIME NO PERMIT,30,0037,NR,61 RUTHERFORD AVE,,,ON
***08035,20240601,29,PARK PROHIBITED TIME NO PERMIT,30,0037,E/S,WESTHOLME AVE,S/O,MAHER AVE,ON
***73429,20240601,3,PARK ON PRIVATE PROPERTY,75,0037,AT,17 BATHURST ST,,,ON
***73430,20240601,3,PARK ON PRIVATE PROPERTY,75,0037,AT,17 BATHURST ST,,,ON
***12704,20240601,250,PARK IN PARK NOT IN DESIG AREA,100,0037,AT,2225 LAKE SHORE BLVD W,,,ON
***47925,20240601,29,PARK PROHIBITED TIME NO PERMIT,30,0038,NR,39 RUTHERFORD AVE,,,ON
***02919,20240601,29,PARK PROHIBITED TIME NO PERMIT,30,0038,NR,170 MILL ST,,,ON
***70739,20240601,29,PARK PROHIBITED TIME NO PERMIT,30,0038,OPP,821 GERRARD ST E,,,ON
***73431,20240601,3,PARK ON PRIVATE PROPERTY,75,0038,AT,17 BATHURST ST,,,ON
***12705,20240601,250,PARK IN PARK NOT IN DESIG AREA,100,0038,AT,2225 LAKE SHORE BLVD W,,,ON
***68166,20240601,29,PARK PROHIBITED TIME NO PERMIT,30,0038,NR,149 SHAW ST,,,ON
***68923,20240601,29,PARK PROHIBITED TIME NO PERMIT,30,0038,E/S,RYERSON AVE,N/O,QUEEN ST W,ON
***26066,20240601,3,PARK ON PRIVATE PROPERTY,75,0039,,44 WILLOWRIDGE RD,,,ON
***53286,20240601,3,PARK ON PRIVATE PROPERTY,75,0039,,44 WILLOWRIDGE RD,,,ON
***70740,20240601,29,PARK PROHIBITED TIME NO PERMIT,30,0039,OPP,825 GERRARD ST E,,,ON
***73432,20240601,3,PARK ON PRIVATE PROPERTY,75,0039,AT,17 BATHURST ST,,,ON
***12706,20240601,250,PARK IN PARK NOT IN DESIG AREA,100,0039,AT,2225 LAKE SHORE BLVD W,,,ON
***68924,20240601,29,PARK PROHIBITED TIME NO PERMIT,30,0039,E/S,RYERSON AVE,N/O,QUEEN ST W,ON
***68925,20240601,29,PARK PROHIBITED TIME NO PERMIT,30,0039,E/S,RYERSON AVE,N/O,QUEEN ST W,ON
***26063,20240601,3,PARK ON PRIVATE PROPERTY,75,0040,,44 WILLOWRIDGE RD,,,ON
***53287,20240601,3,PARK ON PRIVATE PROPERTY,75,0040,,44 WILLOWRIDGE RD,,,ON
***08036,20240601,29,PARK PROHIBITED TIME NO PERMIT,30,0040,NR,31 WESTHOLME AVE,,,ON
***43959,20240601,8,STAND VEH.-PROHIBIT TIME/DAY,100,0040,NR,138 SIMCOE ST,,,ON
***73433,20240601,3,PARK ON PRIVATE PROPERTY,75,0040,AT,17 BATHURST ST,,,ON
***76702,20240601,29,PARK PROHIBITED TIME NO PERMIT,30,0040,NR,814 GERRARD ST E,,,ON
***30833,20240601,29,PARK PROHIBITED TIME NO PERMIT,30,0040,NR,104 SPRINGHURST AVE,,,SK
***26058,20240601,3,PARK ON PRIVATE PROPERTY,75,0041,,44 WILLOWRIDGE RD,,,ON
***97808,20240601,15,PARK-WITHIN 3M OF FIRE HYDRANT,100,0041,S/S,HOWARD ST,W/O,PARLIAMENT ST,ON
***02920,20240601,29,PARK PROHIBITED TIME NO PERMIT,30,0041,NR,170 MILL ST,,,ON
***76703,20240601,29,PARK PROHIBITED TIME NO PERMIT,30,0041,NR,816 GERRARD ST E,,,ON
***47926,20240601,29,PARK PROHIBITED TIME NO PERMIT,30,0042,OPP,6 RUTHERFORD AVE,,,ON
***47655,20240601,29,PARK PROHIBITED TIME NO PERMIT,30,0042,OPP,17 HARVIE AVE,,,ON
***30834,20240601,29,PARK PROHIBITED TIME NO PERMIT,30,0042,NR,100 SPRINGHURST AVE,,,ON
***68167,20240601,29,PARK PROHIBITED TIME NO PERMIT,30,0042,NR,177 SHAW ST,,,ON
***02750,20240601,3,PARK ON PRIVATE PROPERTY,75,0043,,30 GILDER DR,,,ON
***69163,20240601,29,PARK PROHIBITED TIME NO PERMIT,30,0043,NR,111 COLEMAN AVE,,,ON
***43960,20240601,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,0043,NR,12 NELSON ST,,,ON
***64961,20240601,29,PARK PROHIBITED TIME NO PERMIT,30,0043,NR,5 GIBSON AVE,,,ON
***76704,20240601,29,PARK PROHIBITED TIME NO PERMIT,30,0043,NR,816 GERRARD ST E,,,ON
***53288,20240601,3,PARK ON PRIVATE PROPERTY,75,0044,,44 WILLOWRIDGE RD,,,MI
***76705,20240601,29,PARK PROHIBITED TIME NO PERMIT,30,0044,NR,822 GERRARD ST E,,,ON
***76706,20240601,29,PARK PROHIBITED TIME NO PERMIT,30,0044,NR,824 GERRARD ST E,,,ON
***69164,20240601,29,PARK PROHIBITED TIME NO PERMIT,30,0045,NR,105 COLEMAN AVE,,,ON
***22031,20240601,29,PARK PROHIBITED TIME NO PERMIT,30,0045,NR,9 GRIMTHORPE RD,,,ON
***68926,20240601,29,PARK PROHIBITED TIME NO PERMIT,30,0045,NR,30 PALMERSTON AVE,,,ON
***53289,20240601,3,PARK ON PRIVATE PROPERTY,75,0046,,44 WILLOWRIDGE RD,,,ON
***47927,20240601,29,PARK PROHIBITED TIME NO PERMIT,30,0046,NR,30 RUTHERFORD AVE,,,ON
***08037,20240601,29,PARK PROHIBITED TIME NO PERMIT,30,0046,NR,736 WILLARD AVE,,,ON
***43961,20240601,9,STOP-SIGNED HWY-PROHIBIT TM/DY,100,0046,N/S,NELSON ST,W/O,DUNCAN ST,ON
***47656,20240601,29,PARK PROHIBITED TIME NO PERMIT,30,0046,NR,8 NAIRN AVE,,,ON
***64962,20240601,29,PARK PROHIBITED TIME NO PERMIT,30,0046,NR,11 GIBSON AVE,,,ON
***68168,20240601,29,PARK PROHIBITED TIME NO PERMIT,30,0046,S/S,HALTON ST,E/O,GIVINS ST,ON
***53290,20240601,3,PARK ON PRIVATE PROPERTY,75,0047,,44 WILLOWRIDGE RD,,,ON
***97809,20240601,29,PARK PROHIBITED TIME NO PERMIT,30,0047,NR,57 HUNTLEY ST,,,ON
***47657,20240601,29,PARK PROHIBITED TIME NO PERMIT,30,0047,NR,8 NAIRN AVE,,,ON
***22032,20240601,29,PARK PROHIBITED TIME NO PERMIT,30,0047,NR,17 GRIMTHORPE RD,,,QC
***53291,20240601,3,PARK ON PRIVATE PROPERTY,75,0048,,44 WILLOWRIDGE RD,,,ON
***60807,20240601,3,PARK ON PRIVATE PROPERTY,75,0048,,52 AIRVIEW RD,,,ON
***69165,20240601,29,PARK PROHIBITED TIME NO PERMIT,30,0048,NR,5 COLEMAN AVE,,,ON
***97810,20240601,29,PARK PROHIBITED TIME NO PERMIT,30,0048,NR,63 HUNTLEY ST,,,ON
***09137,20240601,257,PARK CONTRARY POSTED CONDITION,100,0048,AT,1561 LAKE SHORE BLVD E,,,ON
