tag_number_masked,date_of_infraction,infraction_code,infraction_description,set_fine_amount,time_of_infraction,location1,location2,location3,location4,province
***05874,20241101,29,PARK PROHIBITED TIME NO PERMIT,45,0031,NR,134 BINGHAM AVE,,,ON
***73066,20241101,29,PARK PROHIBITED TIME NO PERMIT,45,0031,NR,83 PORTLAND ST,,,ON
***73067,20241101,29,PARK PROHIBITED TIME NO PERMIT,45,0031,NR,83 PORTLAND ST,,,ON
***03342,20241101,3,PARK ON PRIVATE PROPERTY,75,0032,,25 STRANGFORD LANE,,,ON
***55516,20241101,5,PARK-SIGNED HWY-PROHIBIT DY/TM,65,0032,E/S,ALEXANDER PL,S/O,MAITLAND ST,ON
***02782,20241101,9,STOP-SIGNED HWY-PROHIBIT TM/DY,120,0032,OPP,28 EDWARD ST,,,ON
***02914,20241101,29,PARK PROHIBITED TIME NO PERMIT,45,0032,NR,182 MUTUAL ST,,,ON
***45838,20241101,29,PARK PROHIBITED TIME NO PERMIT,45,0032,OPP,11 GEARY AVE,,,ON
***73068,20241101,29,PARK PROHIBITED TIME NO PERMIT,45,0032,NR,83 PORTLAND ST,,,ON
***83624,20241101,3,PARK ON PRIVATE PROPERTY,75,0033,,30 MEADOWGLEN PL,,,ON
***30823,20241101,3,PARK ON PRIVATE PROPERTY,75,0033,,43 GOLDWIN AVE,,,ON
***02783,20241101,9,STOP-SIGNED HWY-PROHIBIT TM/DY,120,0033,OPP,28 EDWARD ST,,,ON
***02915,20241101,29,PARK PROHIBITED TIME NO PERMIT,45,0033,NR,184 MUTUAL ST,,,ON
***02916,20241101,29,PARK PROHIBITED TIME NO PERMIT,45,0033,NR,186 MUTUAL ST,,,ON
***45839,20241101,29,PARK PROHIBITED TIME NO PERMIT,45,0033,OPP,23 GEARY AVE,,,ON
***03343,20241101,3,PARK ON PRIVATE PROPERTY,75,0034,,25 STRANFORD LANE,,,ON
***02539,20241101,15,PARK-WITHIN 3M OF FIRE HYDRANT,125,0034,NR,17 BROADWAY AVE,,,ON
***02784,20241101,9,STOP-SIGNED HWY-PROHIBIT TM/DY,120,0034,OPP,28 EDWARD ST,,,ON
***02917,20241101,29,PARK PROHIBITED TIME NO PERMIT,45,0034,NR,188 MUTUAL ST,,,ON
***93743,20241101,29,PARK PROHIBITED TIME NO PERMIT,45,0034,NR,180 MONTROSE AVE,,,ON
***55517,20241101,29,PARK PROHIBITED TIME NO PERMIT,45,0035,NR,100 MAITLAND ST,,,ON
***92017,20241101,9,STOP-SIGNED HWY-PROHIBIT TM/DY,120,0035,NR,350 BLOOR ST E,,,ON
***02918,20241101,29,PARK PROHIBITED TIME NO PERMIT,45,0035,OPP,199 MUTUAL ST,,,ON
***02919,20241101,29,PARK PROHIBITED TIME NO PERMIT,45,0035,OPP,199 MUTUAL ST,,,ON
***50916,20241101,29,PARK PROHIBITED TIME NO PERMIT,45,0035,OPP,120 LONG BRANCH AVE,,,ON
***91169,20241101,29,PARK PROHIBITED TIME NO PERMIT,45,0035,NR,118 BELLEVUE AVE,,,ON
***91170,20241101,29,PARK PROHIBITED TIME NO PERMIT,45,0035,NR,118 BELLEVUE AVE,,,ON
***93744,20241101,29,PARK PROHIBITED TIME NO PERMIT,45,0035,NR,166 MONTROSE AVE,,,ON
***83575,20241101,3,PARK ON PRIVATE PROPERTY,75,0036,,30 MEADOWGLEN PL,,,ON
***03344,20241101,3,PARK ON PRIVATE PROPERTY,75,0036,,25 STRANGFORD LANE,,,ON
***30824,20241101,3,PARK ON PRIVATE PROPERTY,75,0036,,43 EGLINTON AVE,,,ON
***02920,20241101,5,PARK-SIGNED HWY-PROHIBIT DY/TM,65,0036,OPP,207 MUTUAL ST,,,ON
***45840,20241101,29,PARK PROHIBITED TIME NO PERMIT,45,0036,S/S,GEARY AVE,W/O,OSSINGTON AVE,ON
***50917,20241101,29,PARK PROHIBITED TIME NO PERMIT,45,0036,OPP,120 LONG BRANCH AVE,,,NS
***52450,20241101,5,PARK-SIGNED HWY-PROHIBIT DY/TM,65,0036,NR,5588 YONGE ST,,,ON
***91171,20241101,29,PARK PROHIBITED TIME NO PERMIT,45,0036,NR,112 BELLEVUE AVE,,,NY
***91172,20241101,29,PARK PROHIBITED TIME NO PERMIT,45,0036,NR,112 BELLEVUE AVE,,,ON
***93745,20241101,29,PARK PROHIBITED TIME NO PERMIT,45,0036,NR,166 MONTROSE AVE,,,ON
***02921,20241101,29,PARK PROHIBITED TIME NO PERMIT,45,0037,OPP,211 MUTUAL ST,,,ON
***02922,20241101,29,PARK PROHIBITED TIME NO PERMIT,45,0037,OPP,211 MUTUAL ST,,,ON
***05183,20241101,29,PARK PROHIBITED TIME NO PERMIT,45,0037,OPP,84 MERRICK ST,,,ON
***05875,20241101,29,PARK PROHIBITED TIME NO PERMIT,45,0037,S/S,SWANWICK AVE,E/O,LAWLOR AVE,ON
***50918,20241101,29,PARK PROHIBITED TIME NO PERMIT,45,0037,OPP,120 LONG BRANCH AVE,,,ON
***93746,20241101,29,PARK PROHIBITED TIME NO PERMIT,45,0037,NR,2 SULLY CRES,,,ON
***74559,20241101,3,PARK ON PRIVATE PROPERTY,75,0038,,200 CHALKFARM DR,,,ON
***55518,20241101,29,PARK PROHIBITED TIME NO PERMIT,45,0038,NR,120 MAITLAND ST,,,ON
***45841,20241101,29,PARK PROHIBITED TIME NO PERMIT,45,0038,S/S,GEARY AVE,E/O,SALEM AVE N,ON
***50919,20241101,29,PARK PROHIBITED TIME NO PERMIT,45,0038,OPP,120 LONG BRANCH AVE,,,ON
***88815,20241101,5,PARK-SIGNED HWY-PROHIBIT DY/TM,65,0038,NR,51 LINDYLOU RD,,,ON
***91173,20241101,29,PARK PROHIBITED TIME NO PERMIT,45,0038,NR,112 BELLEVUE AVE,,,ON
***93747,20241101,29,PARK PROHIBITED TIME NO PERMIT,45,0038,OPP,2 SULLY CRES,,,ON
***02540,20241101,3,PARK ON PRIVATE PROPERTY,75,0039,AT,39 ROEHAMPTON AVE,,,ON
***02923,20241101,29,PARK PROHIBITED TIME NO PERMIT,45,0039,W/S,MUTUAL ST,S/O,CARLTON ST,ON
***05876,20241101,29,PARK PROHIBITED TIME NO PERMIT,45,0039,S/S,SWANWICK AVE,W/O,SCARBOROUGH RD,ON
***45842,20241101,29,PARK PROHIBITED TIME NO PERMIT,45,0039,S/S,GEARY AVE,E/O,SALEM AVE N,ON
***30776,20241101,3,PARK ON PRIVATE PROPERTY,75,0040,,43 GOLDWIN AVE,,,ON
***02924,20241101,29,PARK PROHIBITED TIME NO PERMIT,45,0040,NR,109 GRANBY ST,,,ON
***05877,20241101,5,PARK-SIGNED HWY-PROHIBIT DY/TM,65,0040,S/S,SWANWICK AVE,W/O,SCARBOROUGH RD,ON
***45843,20241101,29,PARK PROHIBITED TIME NO PERMIT,45,0040,S/S,GEARY AVE,E/O,SALEM AVE N,TX
***45844,20241101,29,PARK PROHIBITED TIME NO PERMIT,45,0040,S/S,GEARY AVE,E/O,SALEM AVE N,ON
***50920,20241101,29,PARK PROHIBITED TIME NO PERMIT,45,0040,NR,95 EASTWOOD PARK GDNS,,,ON
***55519,20241101,9,STOP-SIGNED HWY-PROHIBIT TM/DY,120,0041,NR,120 MAITLAND ST,,,ON
***92018,20241101,384,STOP VEH OTR THN BCYCL-BYCL LN,200,0041,N/S,BLOOR ST E,E/O,YONGE ST,ON
***98110,20241101,5,PARK-SIGNED HWY-PROHIBIT DY/TM,65,0041,OPP,43 WOODSTREAM DR,,,ON
***93748,20241101,29,PARK PROHIBITED TIME NO PERMIT,45,0041,NR,394 CRAWFORD ST,,,ON
***98512,20241101,29,PARK PROHIBITED TIME NO PERMIT,45,0041,NR,165 BARRINGTON AVE,,,ON
***73069,20241101,29,PARK PROHIBITED TIME NO PERMIT,45,0042,NR,20 STEWART ST,,,ON
***73070,20241101,29,PARK PROHIBITED TIME NO PERMIT,45,0042,NR,20 STEWART ST,,,ON
***93749,20241101,29,PARK PROHIBITED TIME NO PERMIT,45,0042,NR,394 CRAWFORD ST,,,ON
***02541,20241101,3,PARK ON PRIVATE PROPERTY,75,0043,AT,39 ROEHAMPTON AVE,,,ON
***02785,20241101,5,PARK-SIGNED HWY-PROHIBIT DY/TM,65,0043,OPP,21 ELM ST,,,ON
***52451,20241101,9,STOP-SIGNED HWY-PROHIBIT TM/DY,120,0043,NR,4860 YONGE ST,,,ON
***73071,20241101,29,PARK PROHIBITED TIME NO PERMIT,45,0043,NR,20 STEWART ST,,,ON
***30777,20241101,3,PARK ON PRIVATE PROPERTY,75,0044,,43 GOLDWIN AVE,,,ON
***02542,20241101,3,PARK ON PRIVATE PROPERTY,75,0044,AT,39 ROEHAMPTON AVE,,,ON
***76928,20241101,29,PARK PROHIBITED TIME NO PERMIT,45,0044,NR,20 STEWART ST,,,AB
***76929,20241101,29,PARK PROHIBITED TIME NO PERMIT,45,0044,NR,20 STEWART ST,,,ON
***91174,20241101,29,PARK PROHIBITED TIME NO PERMIT,45,0044,NR,60 NASSAU ST,,,ON
***93750,20241101,29,PARK PROHIBITED TIME NO PERMIT,45,0044,NR,394 CRAWFORD ST,,,ON
***83577,20241101,3,PARK ON PRIVATE PROPERTY,75,0045,,10 MEADOWGLEN PL,,,ON
***02543,20241101,3,PARK ON PRIVATE PROPERTY,75,0045,AT,39 ROEHAMPTON AVE,,,ON
***05878,20241101,29,PARK PROHIBITED TIME NO PERMIT,45,0045,NR,21 MEADOW AVE,,,NS
***92019,20241101,9,STOP-SIGNED HWY-PROHIBIT TM/DY,120,0046,NR,8 CUMBERLAND ST,,,ON
***02544,20241101,3,PARK ON PRIVATE PROPERTY,75,0046,AT,39 ROEHAMPTON AVE,,,ON
***02545,20241101,3,PARK ON PRIVATE PROPERTY,75,0046,AT,39 ROEHAMPTON AVE,,,ON
***76930,20241101,29,PARK PROHIBITED TIME NO PERMIT,45,0046,NR,20 STEWART ST,,,ON
***91175,20241101,29,PARK PROHIBITED TIME NO PERMIT,45,0046,NR,50 NASSAU ST,,,ON
***02546,20241101,3,PARK ON PRIVATE PROPERTY,75,0047,AT,39 ROEHAMPTON AVE,,,ON
***42400,20241101,5,PARK-SIGNED HWY-PROHIBIT DY/TM,65,0047,NR,1 HERONS HILL WAY,,,ON
***83578,20241101,3,PARK ON PRIVATE PROPERTY,75,0048,,10 MEADOWGLEN PL,,,ON
***03360,20241101,3,PARK ON PRIVATE PROPERTY,75,0048,,1251 BRIDLETOWNE CIR,,,ON
***02547,20241101,3,PARK ON PRIVATE PROPERTY,75,0048,AT,39 ROEHAMPTON AVE,,,ON
***05879,20241101,5,PARK-SIGNED HWY-PROHIBIT DY/TM,65,0048,N/S,NORTHVIEW AVE,E/O,VICTORIA PARK AVE,ON
***31577,20241101,8,STAND VEH.-PROHIBIT TIME/DAY,120,0048,NR,22 PRINGDALE GARDENS CRCL,,,ON
***42401,20241101,5,PARK-SIGNED HWY-PROHIBIT DY/TM,65,0048,NR,1 HERONS HILL WAY,,,ON
